GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2026-05-09,a'ja wilson,A'ja Wilson,LVA,PHX,PHX,LVA vs PHX,401856894,10000,,UNKNOWN,Medium,MEDIUM,33.03,33.07,29.88,33.05,36.2,2.47,23.85,,20.17,23.75,27.59,2.86,9.68,,7.87,9.62,11.58,1.45,3.79,,1.73,3.61,6.09,1.75,1.15,,0.37,1.05,2.04,0.68,1.7,,1.34,1.69,2.08,0.29,2.32,,1.94,2.31,2.7,0.3,37.32,32.53,37.2,42.19,3.75,33.53,29.29,33.46,37.78,3.31,27.64,23.38,27.57,32.03,3.37,13.48,10.7,13.33,16.44,2.27,4.02,3.49,4.01,4.58,0.42,A'ja Wilson,a'ja wilson,LVA,PHX,LVA vs PHX,2026-05-09,401856894,33.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-09,alanna smith,Alanna Smith,DAL,IND,IND,DAL @ IND,401856893,10000,,UNKNOWN,Low,LOW,24.7,24.76,17.27,24.79,32.18,5.82,8.39,,4.41,8.04,12.83,3.32,4.05,,1.97,3.82,6.42,1.78,2.09,,0.92,1.97,3.38,0.99,1.17,,0.22,1.01,2.31,0.87,1.02,,0.21,0.88,2.0,0.74,1.11,,0.2,0.93,2.21,0.86,14.52,9.65,14.1,19.95,4.07,12.44,7.76,12.04,17.63,3.89,10.48,6.28,10.13,15.16,3.5,6.14,3.69,5.93,8.9,2.08,2.13,0.84,1.96,3.61,1.14,Alanna Smith,alanna smith,DAL,IND,DAL @ IND,2026-05-09,401856893,24.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,aliyah boston,Aliyah Boston,IND,DAL,DAL,IND vs DAL,401856893,10000,,UNKNOWN,Medium,MEDIUM,29.86,29.88,26.73,29.85,33.0,2.47,16.09,,12.43,15.97,19.9,2.92,8.11,,6.87,8.08,9.38,0.99,3.61,,1.98,3.51,5.38,1.35,0.87,,0.25,0.79,1.57,0.54,0.8,,0.34,0.75,1.3,0.39,1.29,,0.84,1.27,1.76,0.36,27.81,23.38,27.66,32.39,3.47,24.2,20.25,24.07,28.3,3.13,19.7,15.56,19.56,24.01,3.26,11.72,9.61,11.63,13.95,1.7,2.09,1.43,2.06,2.79,0.53,Aliyah Boston,aliyah boston,IND,DAL,IND vs DAL,2026-05-09,401856893,29.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-09,allisha gray,Allisha Gray,ATL,MIN,MIN,ATL @ MIN,401856899,10000,,UNKNOWN,Low,LOW,31.19,31.99,24.68,31.53,37.36,4.8,11.73,,7.58,11.47,16.14,3.41,3.92,,2.03,3.78,5.94,1.56,2.08,,0.85,1.93,3.5,1.08,1.55,,0.52,1.42,2.73,0.9,0.93,,0.17,0.79,1.82,0.7,0.44,,0.03,0.36,0.94,0.41,17.73,12.83,17.46,22.94,3.98,15.65,10.96,15.41,20.65,3.81,13.82,9.43,13.6,18.49,3.59,6.0,3.67,5.85,8.55,1.91,1.37,0.48,1.24,2.43,0.81,Allisha Gray,allisha gray,ATL,MIN,ATL @ MIN,2026-05-09,401856899,31.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,alyssa thomas,Alyssa Thomas,PHX,LVA,LVA,PHX @ LVA,401856894,10000,,UNKNOWN,Medium,MEDIUM,29.93,30.02,24.63,29.96,35.26,4.09,8.76,,5.52,8.5,12.32,2.68,6.87,,4.19,6.71,9.8,2.18,7.72,,4.78,7.49,10.97,2.46,0.3,,0.17,0.29,0.44,0.11,1.27,,0.3,1.12,2.41,0.86,0.45,,0.02,0.34,1.01,0.45,23.35,17.86,23.13,29.1,4.41,15.63,11.25,15.45,20.24,3.53,16.48,11.94,16.24,21.37,3.69,14.59,10.48,14.33,19.02,3.37,1.72,0.62,1.57,3.02,0.98,Alyssa Thomas,alyssa thomas,PHX,LVA,PHX @ LVA,2026-05-09,401856894,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-09,angel reese,Angel Reese,ATL,MIN,MIN,ATL @ MIN,401856899,10000,,UNKNOWN,Low,LOW,31.67,32.85,25.16,32.04,37.84,4.83,15.66,,10.15,15.36,21.48,4.47,11.99,,8.3,11.77,15.89,2.98,2.92,,1.98,2.86,3.94,0.78,0.32,,0.19,0.31,0.46,0.11,1.29,,0.36,1.15,2.36,0.83,0.9,,0.32,0.83,1.57,0.5,30.57,23.57,30.34,37.86,5.63,27.65,20.75,27.38,34.71,5.51,18.58,12.96,18.31,24.51,4.57,14.91,11.01,14.71,19.02,3.14,2.19,1.07,2.07,3.43,0.97,Angel Reese,angel reese,ATL,MIN,ATL @ MIN,2026-05-09,401856899,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,arike ogunbowale,Arike Ogunbowale,DAL,IND,IND,DAL @ IND,401856893,10000,,UNKNOWN,Low,LOW,31.34,31.37,27.29,31.35,35.49,3.16,14.82,,9.52,14.52,20.44,4.3,2.87,,1.46,2.77,4.38,1.16,4.73,,1.91,4.44,7.87,2.38,1.9,,0.69,1.77,3.25,1.03,1.26,,0.83,1.23,1.71,0.35,0.34,,0.09,0.31,0.62,0.22,22.42,16.18,22.13,29.04,5.06,17.69,12.12,17.42,23.6,4.48,19.55,13.49,19.28,25.96,4.91,7.6,4.42,7.35,11.04,2.64,1.6,1.1,1.57,2.13,0.41,Arike Ogunbowale,arike ogunbowale,DAL,IND,DAL @ IND,2026-05-09,401856893,31.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,azzi fudd,Azzi Fudd,DAL,IND,IND,DAL @ IND,401856893,10000,,UNKNOWN,Low,LOW,29.89,29.91,25.35,29.89,34.45,3.53,15.95,,8.36,15.41,24.23,6.28,2.97,,1.78,2.89,4.26,0.97,2.23,,1.2,2.15,3.36,0.85,2.94,,0.83,2.65,5.41,1.87,1.53,,0.59,1.44,2.6,0.81,0.33,,0.09,0.3,0.61,0.22,21.15,13.3,20.59,29.65,6.44,18.92,11.17,18.37,27.39,6.38,18.18,10.5,17.55,26.56,6.33,5.2,3.59,5.11,6.92,1.31,1.87,0.88,1.77,2.97,0.83,Azzi Fudd,azzi fudd,DAL,IND,DAL @ IND,2026-05-09,401856893,29.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,bridget carleton,Bridget Carleton,POR,CHI,CHI,POR vs CHI,401856895,10000,,UNKNOWN,Low,LOW,25.52,25.55,19.01,25.57,32.07,5.08,8.73,,4.49,8.39,13.38,3.51,3.32,,1.71,3.19,5.1,1.34,1.62,,0.87,1.55,2.46,0.63,1.78,,0.52,1.6,3.24,1.11,0.8,,0.25,0.73,1.44,0.48,0.43,,0.08,0.37,0.85,0.32,13.67,8.9,13.34,18.9,3.9,12.05,7.42,11.68,17.13,3.81,10.35,6.01,10.04,15.12,3.6,4.94,3.14,4.8,6.91,1.5,1.23,0.55,1.15,1.99,0.58,Bridget Carleton,bridget carleton,POR,CHI,POR vs CHI,2026-05-09,401856895,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-09,caitlin clark,Caitlin Clark,IND,DAL,DAL,IND vs DAL,401856893,10000,,UNKNOWN,Medium,MEDIUM,34.64,34.81,31.51,34.67,37.81,2.4,24.6,,19.88,24.5,29.47,3.77,5.65,,4.44,5.6,6.92,0.97,8.51,,6.95,8.46,10.14,1.24,3.42,,2.34,3.37,4.56,0.87,1.51,,0.88,1.47,2.18,0.52,0.41,,0.15,0.38,0.7,0.22,38.77,33.43,38.7,44.14,4.17,30.26,25.23,30.15,35.3,3.92,33.11,28.0,33.05,38.25,4.01,14.16,12.13,14.12,16.24,1.61,1.92,1.24,1.88,2.65,0.56,Caitlin Clark,caitlin clark,IND,DAL,IND vs DAL,2026-05-09,401856893,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
