GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2026-05-30,aliyah boston,Aliyah Boston,IND,POR,POR,IND @ POR,401856951,10000,,UNKNOWN,Medium,MEDIUM,28.78,28.8,25.62,28.79,31.97,2.5,15.79,,12.06,15.65,19.66,2.98,8.23,,6.95,8.21,9.51,1.01,3.31,,1.7,3.18,5.08,1.36,0.96,,0.33,0.89,1.69,0.55,0.88,,0.4,0.84,1.41,0.4,1.38,,0.93,1.36,1.86,0.37,27.33,22.95,27.2,31.9,3.53,24.02,19.97,23.91,28.18,3.22,19.1,15.0,18.96,23.38,3.29,11.54,9.42,11.43,13.81,1.72,2.26,1.59,2.23,2.97,0.54,Aliyah Boston,aliyah boston,IND,POR,IND @ POR,2026-05-30,401856951,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-30,aneesah morrow,Aneesah Morrow,CON,LAS,LAS,CON vs LAS,401856950,10000,,UNKNOWN,Low,LOW,19.65,19.58,9.73,19.67,29.59,7.62,10.61,,5.03,9.99,16.86,4.75,8.85,,3.82,8.3,14.5,4.35,1.4,,0.52,1.28,2.43,0.78,0.91,,0.14,0.76,1.87,0.74,1.02,,0.29,0.91,1.9,0.66,0.64,,0.21,0.57,1.14,0.38,20.87,12.49,20.12,30.26,7.06,19.47,11.31,18.67,28.71,6.91,12.02,6.27,11.36,18.5,4.9,10.26,5.01,9.68,16.12,4.49,1.66,0.75,1.55,2.69,0.78,Aneesah Morrow,aneesah morrow,CON,LAS,CON vs LAS,2026-05-30,401856950,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-30,bridget carleton,Bridget Carleton,POR,IND,IND,POR vs IND,401856951,10000,,UNKNOWN,Low,LOW,25.01,25.09,18.54,25.01,31.51,5.07,8.18,,4.03,7.83,12.83,3.47,3.68,,2.01,3.55,5.53,1.39,1.58,,0.85,1.51,2.37,0.61,1.8,,0.55,1.64,3.27,1.1,0.81,,0.26,0.73,1.45,0.48,0.36,,0.04,0.29,0.76,0.31,13.44,8.67,13.11,18.6,3.88,11.86,7.23,11.52,16.87,3.78,9.76,5.5,9.4,14.48,3.56,5.26,3.36,5.13,7.29,1.55,1.17,0.5,1.09,1.93,0.58,Bridget Carleton,bridget carleton,POR,IND,POR vs IND,2026-05-30,401856951,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-30,brittney griner,Brittney Griner,CON,LAS,LAS,CON vs LAS,401856950,10000,,UNKNOWN,Low,LOW,17.91,17.89,12.14,17.92,23.7,4.5,10.06,,5.84,9.73,14.72,3.5,5.48,,3.05,5.28,8.15,2.03,1.28,,0.54,1.19,2.12,0.64,0.19,,0.06,0.17,0.33,0.11,0.69,,0.17,0.6,1.31,0.47,1.14,,0.31,1.01,2.12,0.73,16.81,11.54,16.53,22.35,4.31,15.53,10.4,15.21,20.98,4.2,11.33,6.98,10.97,16.05,3.61,6.75,4.15,6.54,9.62,2.17,1.83,0.8,1.71,3.0,0.88,Brittney Griner,brittney griner,CON,LAS,CON vs LAS,2026-05-30,401856950,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-30,brittney sykes,Brittney Sykes,TOR,SEA,SEA,TOR vs SEA,401856949,10000,,UNKNOWN,Low,LOW,25.37,25.37,19.68,25.37,31.11,4.45,14.41,,11.44,14.29,17.56,2.38,3.79,,2.65,3.73,5.0,0.92,3.77,,2.37,3.69,5.26,1.15,1.21,,0.51,1.14,1.99,0.59,1.47,,0.78,1.41,2.25,0.58,0.45,,0.09,0.38,0.87,0.33,21.97,18.15,21.84,25.96,3.05,18.2,14.85,18.08,21.76,2.7,18.18,14.74,18.05,21.77,2.75,7.56,5.67,7.48,9.54,1.52,1.92,1.11,1.85,2.81,0.67,Brittney Sykes,brittney sykes,TOR,SEA,TOR vs SEA,2026-05-30,401856949,25.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-30,caitlin clark,Caitlin Clark,IND,POR,POR,IND @ POR,401856951,10000,,UNKNOWN,Medium,MEDIUM,34.03,34.08,30.88,34.03,37.25,2.44,24.7,,19.97,24.54,29.6,3.78,5.79,,4.58,5.75,7.04,0.97,8.45,,6.88,8.41,10.07,1.26,3.41,,2.35,3.36,4.55,0.85,1.65,,1.01,1.61,2.33,0.52,0.45,,0.18,0.42,0.73,0.22,38.93,33.66,38.84,44.32,4.19,30.48,25.53,30.35,35.62,3.95,33.15,28.15,32.98,38.31,4.02,14.23,12.19,14.19,16.31,1.62,2.09,1.4,2.06,2.84,0.57,Caitlin Clark,caitlin clark,IND,POR,IND @ POR,2026-05-30,401856951,34.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-30,carla leite,Carla Leite,POR,IND,IND,POR vs IND,401856951,10000,,UNKNOWN,Low,LOW,14.48,14.09,5.79,14.26,23.3,6.67,6.15,,1.1,5.11,12.45,4.76,1.05,,0.27,0.92,2.01,0.71,2.1,,0.54,1.84,3.95,1.41,0.48,,0.04,0.36,1.07,0.46,0.88,,0.06,0.64,2.0,0.87,0.16,,0.04,0.14,0.32,0.12,9.29,3.71,8.33,16.2,5.17,7.2,2.06,6.18,13.64,4.87,8.24,2.83,7.25,14.91,5.04,3.15,1.28,2.9,5.35,1.65,1.04,0.21,0.8,2.18,0.88,Carla Leite,carla leite,POR,IND,POR vs IND,2026-05-30,401856951,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-30,dearica hamby,Dearica Hamby,LAS,CON,CON,LAS @ CON,401856950,10000,,UNKNOWN,Medium,MEDIUM,28.8,28.81,24.61,28.81,33.06,3.29,17.77,,12.22,17.48,23.67,4.49,7.57,,5.51,7.49,9.78,1.66,3.0,,1.31,2.82,4.92,1.45,0.41,,0.09,0.37,0.79,0.28,1.58,,0.41,1.41,2.95,1.04,0.5,,0.11,0.44,0.96,0.35,28.35,22.0,28.15,34.97,5.11,25.35,19.31,25.06,31.7,4.86,20.78,14.9,20.55,27.03,4.76,10.58,7.85,10.46,13.49,2.23,2.08,0.83,1.92,3.52,1.1,Dearica Hamby,dearica hamby,LAS,CON,LAS @ CON,2026-05-30,401856950,28.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-30,erica wheeler,Erica Wheeler,LAS,CON,CON,LAS @ CON,401856950,10000,,UNKNOWN,Medium,MEDIUM,24.39,24.38,21.03,24.4,27.77,2.62,6.87,,3.01,6.51,11.13,3.24,2.49,,1.39,2.42,3.68,0.91,4.1,,2.89,4.04,5.44,1.01,1.41,,0.88,1.38,1.99,0.44,1.05,,0.62,1.03,1.52,0.35,0.33,,0.09,0.29,0.6,0.21,13.46,9.19,13.15,18.01,3.56,9.36,5.32,9.02,13.86,3.39,10.97,6.9,10.64,15.36,3.41,6.59,4.91,6.51,8.41,1.37,1.38,0.88,1.35,1.92,0.41,Erica Wheeler,erica wheeler,LAS,CON,LAS @ CON,2026-05-30,401856950,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-30,flau'jae johnson,Flau'jae Johnson,SEA,TOR,TOR,SEA @ TOR,401856949,10000,,UNKNOWN,Medium,MEDIUM,31.87,32.28,26.69,31.95,37.1,3.96,17.82,,13.55,17.66,22.38,3.45,5.99,,3.22,5.85,8.95,2.25,2.11,,0.84,1.96,3.54,1.09,1.81,,0.74,1.7,3.02,0.92,1.61,,0.57,1.48,2.83,0.91,0.85,,0.06,0.67,1.81,0.8,25.91,20.41,25.71,31.66,4.38,23.81,18.53,23.6,29.37,4.21,19.92,15.4,19.74,24.76,3.65,8.1,5.03,7.93,11.36,2.5,2.46,1.08,2.29,4.05,1.21,Flau'jae Johnson,flau'jae johnson,SEA,TOR,SEA @ TOR,2026-05-30,401856949,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
