GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2026-05-14,alanna smith,Alanna Smith,DAL,MIN,MIN,DAL vs MIN,401856908,10000,,UNKNOWN,Medium,MEDIUM,24.46,24.6,16.99,24.54,32.01,5.85,7.54,,3.66,7.13,11.95,3.3,3.91,,1.86,3.71,6.19,1.72,1.98,,0.84,1.85,3.27,0.97,1.05,,0.16,0.87,2.17,0.83,1.09,,0.25,0.96,2.08,0.76,1.09,,0.18,0.91,2.2,0.86,13.43,8.62,13.07,18.68,3.99,11.45,6.91,11.07,16.51,3.82,9.52,5.42,9.1,14.18,3.48,5.89,3.44,5.68,8.59,2.02,2.18,0.88,1.99,3.68,1.16,Alanna Smith,alanna smith,DAL,MIN,DAL vs MIN,2026-05-14,401856908,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-14,arike ogunbowale,Arike Ogunbowale,DAL,MIN,MIN,DAL vs MIN,401856908,10000,,UNKNOWN,Low,LOW,31.65,31.67,27.63,31.67,35.73,3.14,13.73,,8.61,13.46,19.14,4.19,2.85,,1.46,2.74,4.36,1.15,4.58,,1.81,4.27,7.69,2.37,1.75,,0.55,1.6,3.11,1.03,1.18,,0.76,1.16,1.63,0.34,0.34,,0.1,0.31,0.62,0.21,21.16,15.03,20.9,27.71,5.01,16.58,11.17,16.34,22.21,4.37,18.31,12.42,18.01,24.68,4.84,7.43,4.28,7.17,10.93,2.65,1.52,1.02,1.5,2.05,0.4,Arike Ogunbowale,arike ogunbowale,DAL,MIN,DAL vs MIN,2026-05-14,401856908,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-14,betnijah laney-hamilton,Betnijah Laney-Hamilton,NYL,POR,POR,NYL @ POR,401856909,10000,,UNKNOWN,Low,LOW,27.01,27.18,20.6,27.04,33.45,5.01,10.61,,5.67,10.29,15.91,4.05,3.61,,1.82,3.47,5.62,1.51,2.97,,1.83,2.89,4.18,0.93,1.64,,0.6,1.52,2.81,0.89,0.97,,0.21,0.84,1.85,0.7,0.27,,0.14,0.26,0.41,0.11,17.19,11.69,16.86,23.13,4.53,14.22,8.87,13.89,19.94,4.37,13.57,8.48,13.25,19.11,4.2,6.58,4.36,6.44,8.96,1.82,1.24,0.46,1.1,2.14,0.71,Betnijah Laney-Hamilton,betnijah laney-hamilton,NYL,POR,NYL @ POR,2026-05-14,401856909,27.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-14,breanna stewart,Breanna Stewart,NYL,POR,POR,NYL @ POR,401856909,10000,,UNKNOWN,Low,LOW,26.1,28.14,14.97,26.82,36.33,8.04,13.07,,6.73,12.47,20.12,5.35,5.68,,3.18,5.5,8.43,2.07,2.5,,0.85,2.26,4.42,1.44,0.71,,0.2,0.63,1.32,0.46,1.09,,0.26,0.94,2.09,0.78,1.23,,0.18,1.01,2.55,1.03,21.24,13.65,20.68,29.53,6.27,18.75,11.61,18.21,26.53,5.96,15.56,8.82,15.01,23.09,5.65,8.18,4.96,7.95,11.72,2.63,2.33,0.88,2.11,4.02,1.31,Breanna Stewart,breanna stewart,NYL,POR,NYL @ POR,2026-05-14,401856909,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-14,bridget carleton,Bridget Carleton,POR,NYL,NYL,POR vs NYL,401856909,10000,,UNKNOWN,Low,LOW,24.34,24.37,17.64,24.34,31.05,5.21,7.73,,3.56,7.36,12.29,3.5,3.46,,1.82,3.33,5.26,1.37,1.55,,0.81,1.48,2.36,0.62,1.71,,0.48,1.52,3.13,1.09,0.75,,0.21,0.68,1.38,0.48,0.36,,0.03,0.28,0.77,0.32,12.74,8.1,12.31,17.99,3.94,11.19,6.62,10.78,16.31,3.84,9.28,5.01,8.89,14.02,3.6,5.01,3.15,4.88,7.04,1.52,1.11,0.45,1.03,1.87,0.58,Bridget Carleton,bridget carleton,POR,NYL,POR vs NYL,2026-05-14,401856909,24.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-14,carla leite,Carla Leite,POR,NYL,NYL,POR vs NYL,401856909,10000,,UNKNOWN,Medium,MEDIUM,13.85,13.37,5.27,13.59,22.75,6.58,5.46,,0.73,4.4,11.48,4.58,0.9,,0.19,0.77,1.81,0.67,2.12,,0.5,1.82,4.14,1.5,0.41,,0.01,0.29,0.98,0.44,0.83,,0.04,0.59,1.94,0.86,0.15,,0.03,0.13,0.31,0.11,8.48,3.13,7.46,15.16,5.02,6.36,1.55,5.3,12.64,4.68,7.57,2.37,6.53,14.06,4.91,3.02,1.14,2.73,5.25,1.69,0.99,0.17,0.75,2.12,0.87,Carla Leite,carla leite,POR,NYL,POR vs NYL,2026-05-14,401856909,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-14,courtney williams,Courtney Williams,MIN,DAL,DAL,MIN @ DAL,401856908,10000,,UNKNOWN,Medium,MEDIUM,27.58,27.79,20.37,27.63,34.76,5.48,14.05,,9.02,13.73,19.61,4.18,4.75,,2.91,4.63,6.77,1.53,6.22,,3.22,5.98,9.5,2.49,1.4,,0.46,1.28,2.48,0.82,1.12,,0.39,1.03,1.97,0.64,0.31,,0.07,0.28,0.6,0.21,25.02,18.4,24.75,31.98,5.35,18.8,13.22,18.5,24.82,4.56,20.27,14.18,19.93,26.79,4.99,10.97,7.32,10.73,14.89,2.99,1.44,0.65,1.35,2.35,0.68,Courtney Williams,courtney williams,MIN,DAL,MIN @ DAL,2026-05-14,401856908,27.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-14,jessica shepard,Jessica Shepard,DAL,MIN,MIN,DAL vs MIN,401856908,10000,,UNKNOWN,Low,LOW,22.12,22.94,9.47,22.46,34.47,9.21,8.5,,2.48,7.46,15.75,5.48,7.08,,2.48,6.47,12.31,4.01,2.72,,0.65,2.35,5.23,1.9,0.22,,0.08,0.21,0.39,0.13,0.81,,0.17,0.7,1.61,0.6,0.37,,0.06,0.31,0.75,0.29,18.29,9.5,17.24,28.54,7.57,15.58,7.5,14.56,25.1,7.13,11.22,4.64,10.25,19.03,5.91,9.8,4.39,9.2,15.82,4.61,1.18,0.41,1.06,2.09,0.68,Jessica Shepard,jessica shepard,DAL,MIN,DAL vs MIN,2026-05-14,401856908,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-14,jonquel jones,Jonquel Jones,NYL,POR,POR,NYL @ POR,401856909,10000,,UNKNOWN,Medium,MEDIUM,23.77,23.84,18.0,23.79,29.49,4.44,10.24,,4.15,9.56,17.21,5.24,6.18,,3.46,5.93,9.18,2.27,2.0,,0.62,1.81,3.58,1.21,1.46,,0.22,1.22,2.98,1.18,0.68,,0.17,0.6,1.28,0.46,0.88,,0.26,0.79,1.59,0.54,18.42,11.28,17.8,26.34,5.97,16.42,9.51,15.81,24.13,5.8,12.24,5.95,11.53,19.4,5.4,8.17,4.99,7.95,11.65,2.62,1.56,0.71,1.46,2.52,0.72,Jonquel Jones,jonquel jones,NYL,POR,NYL @ POR,2026-05-14,401856909,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-14,kayla mcbride,Kayla McBride,MIN,DAL,DAL,MIN @ DAL,401856908,10000,,UNKNOWN,Medium,MEDIUM,28.15,28.25,23.74,28.1,32.63,3.47,14.54,,7.77,14.08,21.82,5.53,2.43,,1.11,2.29,3.9,1.12,3.65,,2.15,3.54,5.31,1.27,2.7,,1.19,2.57,4.37,1.28,1.19,,0.45,1.1,2.01,0.63,0.31,,0.08,0.28,0.59,0.21,20.62,13.47,20.14,28.36,5.86,16.97,10.04,16.53,24.41,5.68,18.2,11.23,17.76,25.72,5.71,6.08,4.02,5.94,8.33,1.71,1.5,0.71,1.42,2.37,0.66,Kayla McBride,kayla mcbride,MIN,DAL,MIN @ DAL,2026-05-14,401856908,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
