GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2026-05-27,aaliyah edwards,Aaliyah Edwards,CON,POR,POR,CON @ POR,401856941,10000,,UNKNOWN,Medium,MEDIUM,15.26,15.26,8.41,15.26,22.16,5.38,6.28,,2.57,5.79,10.6,3.24,4.82,,2.63,4.61,7.24,1.84,1.02,,0.35,0.93,1.82,0.6,0.22,,0.09,0.21,0.38,0.12,0.8,,0.23,0.71,1.47,0.5,0.79,,0.16,0.67,1.56,0.59,12.12,7.31,11.65,17.53,4.07,11.09,6.45,10.63,16.38,3.95,7.3,3.44,6.84,11.74,3.35,5.84,3.44,5.64,8.49,2.0,1.59,0.68,1.48,2.66,0.79,Aaliyah Edwards,aaliyah edwards,CON,POR,CON @ POR,2026-05-27,401856941,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-27,allisha gray,Allisha Gray,ATL,MIN,MIN,ATL @ MIN,401856940,10000,,UNKNOWN,Low,LOW,31.36,32.16,25.02,31.7,37.41,4.74,12.62,,8.49,12.4,17.01,3.39,3.81,,1.95,3.66,5.85,1.55,2.05,,0.79,1.91,3.45,1.08,1.51,,0.49,1.37,2.68,0.9,0.92,,0.17,0.78,1.81,0.69,0.43,,0.03,0.34,0.93,0.41,18.49,13.56,18.25,23.66,3.97,16.43,11.79,16.22,21.36,3.78,14.67,10.22,14.43,19.37,3.6,5.87,3.55,5.71,8.37,1.9,1.35,0.46,1.22,2.43,0.8,Allisha Gray,allisha gray,ATL,MIN,ATL @ MIN,2026-05-27,401856940,32.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,alyssa thomas,Alyssa Thomas,PHX,NYL,NYL,PHX @ NYL,401856938,10000,,UNKNOWN,Low,LOW,29.88,30.02,24.74,29.9,35.01,3.99,8.5,,5.25,8.29,12.0,2.65,6.37,,3.74,6.22,9.2,2.15,6.98,,4.06,6.77,10.1,2.41,0.3,,0.17,0.29,0.44,0.11,1.12,,0.21,0.96,2.21,0.84,0.45,,0.02,0.34,0.99,0.44,21.85,16.52,21.59,27.6,4.31,14.87,10.55,14.69,19.46,3.48,15.48,11.03,15.26,20.2,3.63,13.35,9.28,13.12,17.63,3.27,1.57,0.53,1.41,2.8,0.94,Alyssa Thomas,alyssa thomas,PHX,NYL,PHX @ NYL,2026-05-27,401856938,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,aneesah morrow,Aneesah Morrow,CON,POR,POR,CON @ POR,401856941,10000,,UNKNOWN,Low,LOW,19.89,19.8,9.87,19.85,29.88,7.58,10.29,,4.79,9.65,16.54,4.73,8.79,,3.8,8.21,14.53,4.28,1.26,,0.42,1.14,2.24,0.73,0.91,,0.15,0.75,1.86,0.73,1.07,,0.32,0.95,1.96,0.67,0.58,,0.17,0.52,1.05,0.36,20.35,11.95,19.62,29.62,6.96,19.08,10.91,18.37,28.18,6.82,11.55,5.88,10.96,17.99,4.86,10.05,4.87,9.48,16.0,4.41,1.64,0.74,1.52,2.7,0.79,Aneesah Morrow,aneesah morrow,CON,POR,CON @ POR,2026-05-27,401856941,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,angel reese,Angel Reese,ATL,MIN,MIN,ATL @ MIN,401856940,10000,,UNKNOWN,Medium,MEDIUM,31.2,32.12,24.44,31.58,37.49,4.96,14.77,,9.4,14.42,20.55,4.44,11.69,,7.96,11.52,15.67,3.03,3.05,,2.05,2.99,4.11,0.81,0.31,,0.18,0.3,0.46,0.11,1.32,,0.36,1.17,2.42,0.85,0.92,,0.34,0.85,1.58,0.51,29.51,22.46,29.2,36.88,5.69,26.46,19.61,26.13,33.67,5.55,17.82,12.26,17.52,23.75,4.56,14.74,10.79,14.54,18.92,3.21,2.24,1.08,2.11,3.54,1.0,Angel Reese,angel reese,ATL,MIN,ATL @ MIN,2026-05-27,401856940,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-27,breanna stewart,Breanna Stewart,NYL,PHX,PHX,NYL vs PHX,401856938,10000,,UNKNOWN,Low,LOW,25.41,27.22,14.23,25.99,36.04,8.17,13.81,,7.23,13.22,21.21,5.52,5.27,,2.83,5.07,7.96,2.03,2.62,,0.95,2.39,4.56,1.48,0.79,,0.26,0.72,1.41,0.47,1.07,,0.24,0.94,2.05,0.77,1.12,,0.12,0.88,2.42,1.01,21.7,13.74,21.18,30.26,6.46,19.08,11.61,18.52,27.24,6.12,16.43,9.42,15.88,24.24,5.84,7.9,4.7,7.65,11.38,2.62,2.19,0.78,1.97,3.88,1.28,Breanna Stewart,breanna stewart,NYL,PHX,NYL vs PHX,2026-05-27,401856938,27.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,bridget carleton,Bridget Carleton,POR,CON,CON,POR vs CON,401856941,10000,,UNKNOWN,Low,LOW,24.71,24.68,18.07,24.65,31.43,5.15,7.65,,3.54,7.19,12.34,3.52,3.71,,2.04,3.59,5.54,1.38,1.51,,0.78,1.44,2.33,0.62,1.8,,0.56,1.64,3.22,1.08,0.75,,0.21,0.68,1.38,0.48,0.36,,0.04,0.29,0.77,0.32,12.88,8.15,12.43,18.08,3.94,11.37,6.73,10.94,16.53,3.85,9.16,4.91,8.71,13.92,3.6,5.22,3.33,5.09,7.31,1.55,1.11,0.45,1.03,1.88,0.58,Bridget Carleton,bridget carleton,POR,CON,POR vs CON,2026-05-27,401856941,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,brittney sykes,Brittney Sykes,TOR,CHI,CHI,TOR @ CHI,401856939,10000,,UNKNOWN,Medium,MEDIUM,25.34,25.31,19.79,25.36,30.97,4.34,14.19,,11.37,14.06,17.21,2.29,3.73,,2.64,3.66,4.9,0.89,3.9,,2.5,3.81,5.41,1.15,1.17,,0.46,1.09,1.97,0.6,1.37,,0.67,1.32,2.12,0.57,0.49,,0.12,0.43,0.92,0.33,21.82,18.11,21.69,25.71,2.97,17.92,14.75,17.78,21.29,2.58,18.09,14.77,17.95,21.61,2.68,7.63,5.76,7.53,9.64,1.52,1.86,1.05,1.8,2.73,0.66,Brittney Sykes,brittney sykes,TOR,CHI,TOR @ CHI,2026-05-27,401856939,25.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-05-27,carla leite,Carla Leite,POR,CON,CON,POR vs CON,401856941,10000,,UNKNOWN,Low,LOW,13.77,13.29,5.27,13.58,22.39,6.53,5.65,,0.81,4.57,11.8,4.68,1.11,,0.31,0.96,2.1,0.74,2.05,,0.51,1.76,3.94,1.45,0.4,,0.01,0.26,0.98,0.46,0.85,,0.04,0.6,1.97,0.86,0.16,,0.03,0.13,0.31,0.12,8.81,3.3,7.77,15.64,5.15,6.76,1.79,5.69,13.06,4.79,7.7,2.38,6.65,14.37,5.02,3.16,1.25,2.89,5.42,1.69,1.0,0.18,0.77,2.15,0.88,Carla Leite,carla leite,POR,CON,POR vs CON,2026-05-27,401856941,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-05-27,courtney williams,Courtney Williams,MIN,ATL,ATL,MIN vs ATL,401856940,10000,,UNKNOWN,Medium,MEDIUM,26.99,27.35,19.8,27.01,34.28,5.55,12.69,,7.67,12.33,18.13,4.1,4.66,,2.8,4.53,6.67,1.52,5.94,,2.97,5.67,9.22,2.52,1.31,,0.39,1.18,2.39,0.82,1.07,,0.35,0.96,1.91,0.64,0.3,,0.07,0.26,0.58,0.21,23.29,16.79,22.95,30.24,5.27,17.35,11.83,17.04,23.23,4.48,18.63,12.59,18.27,25.09,4.91,10.6,6.95,10.34,14.59,3.02,1.37,0.59,1.27,2.26,0.68,Courtney Williams,courtney williams,MIN,ATL,MIN vs ATL,2026-05-27,401856940,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
