GAME_DATE,PLAYER_KEY,PLAYER_NAME,TEAM_ABBREVIATION,OPPONENT_ABBREVIATION,OPPONENT,MATCHUP,GAME_ID,SIM_RUNS,ACTIVE_PROB,INJURY_STATUS,CONFIDENCE_LABEL,MODEL_CONFIDENCE,MIN_PROJ,PRED_MIN,SIM_MIN_P10,SIM_MIN_P50,SIM_MIN_P90,SIM_MIN_STD,PTS_PROJ,PRED_PTS,SIM_PTS_P10,SIM_PTS_P50,SIM_PTS_P90,SIM_PTS_STD,REB_PROJ,PRED_REB,SIM_REB_P10,SIM_REB_P50,SIM_REB_P90,SIM_REB_STD,AST_PROJ,PRED_AST,SIM_AST_P10,SIM_AST_P50,SIM_AST_P90,SIM_AST_STD,FG3M_PROJ,PRED_FG3M,SIM_FG3M_P10,SIM_FG3M_P50,SIM_FG3M_P90,SIM_FG3M_STD,STL_PROJ,PRED_STL,SIM_STL_P10,SIM_STL_P50,SIM_STL_P90,SIM_STL_STD,BLK_PROJ,PRED_BLK,SIM_BLK_P10,SIM_BLK_P50,SIM_BLK_P90,SIM_BLK_STD,PRA_PROJ,SIM_PRA_P10,SIM_PRA_P50,SIM_PRA_P90,SIM_PRA_STD,PR_PROJ,SIM_PR_P10,SIM_PR_P50,SIM_PR_P90,SIM_PR_STD,PA_PROJ,SIM_PA_P10,SIM_PA_P50,SIM_PA_P90,SIM_PA_STD,RA_PROJ,SIM_RA_P10,SIM_RA_P50,SIM_RA_P90,SIM_RA_STD,SB_PROJ,SIM_SB_P10,SIM_SB_P50,SIM_SB_P90,SIM_SB_STD,player_name,player_key,team,opponent,matchup,game_date,game_id,projected_minutes,pts_proj,pts_median,reb_proj,reb_median,ast_proj,ast_median,fg3m_proj,fg3m_median,stl_proj,stl_median,blk_proj,blk_median,pts_floor,pts_ceiling,pts_std,reb_floor,reb_ceiling,reb_std,ast_floor,ast_ceiling,ast_std,fg3m_floor,fg3m_ceiling,fg3m_std,stl_floor,stl_ceiling,stl_std,blk_floor,blk_ceiling,blk_std,confidence
2026-06-04,aliyah boston,Aliyah Boston,IND,ATL,ATL,IND vs ATL,401856961,10000,,UNKNOWN,Medium,MEDIUM,29.3,29.32,26.14,29.31,32.48,2.5,14.9,,11.2,14.75,18.73,2.96,8.3,,7.01,8.28,9.59,1.01,3.48,,1.82,3.35,5.31,1.37,0.8,,0.21,0.71,1.51,0.53,0.79,,0.33,0.75,1.31,0.39,1.3,,0.86,1.28,1.78,0.36,26.68,22.29,26.54,31.19,3.51,23.21,19.19,23.08,27.33,3.2,18.38,14.32,18.23,22.67,3.28,11.78,9.6,11.69,14.07,1.74,2.1,1.45,2.05,2.82,0.54,Aliyah Boston,aliyah boston,IND,ATL,IND vs ATL,2026-06-04,401856961,29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,allisha gray,Allisha Gray,ATL,IND,IND,ATL @ IND,401856961,10000,,UNKNOWN,Medium,MEDIUM,31.51,32.42,25.22,31.9,37.51,4.7,13.25,,9.2,13.06,17.66,3.33,3.86,,1.98,3.69,5.89,1.55,2.09,,0.82,1.94,3.51,1.08,1.72,,0.66,1.6,2.9,0.91,0.91,,0.17,0.77,1.8,0.69,0.43,,0.03,0.34,0.92,0.41,19.2,14.35,18.97,24.3,3.93,17.11,12.45,16.87,22.06,3.74,15.34,10.98,15.11,20.03,3.53,5.94,3.61,5.77,8.47,1.91,1.33,0.45,1.2,2.39,0.8,Allisha Gray,allisha gray,ATL,IND,ATL @ IND,2026-06-04,401856961,32.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,angel reese,Angel Reese,ATL,IND,IND,ATL @ IND,401856961,10000,,UNKNOWN,Medium,MEDIUM,30.76,31.66,24.2,31.04,37.1,4.95,15.69,,10.21,15.39,21.45,4.45,11.45,,7.66,11.23,15.57,3.06,3.02,,2.04,2.97,4.04,0.79,0.31,,0.17,0.3,0.45,0.11,1.31,,0.37,1.18,2.41,0.83,1.0,,0.4,0.93,1.67,0.51,30.16,23.13,29.93,37.62,5.7,27.14,20.2,26.86,34.4,5.58,18.71,13.09,18.44,24.59,4.56,14.47,10.48,14.25,18.74,3.21,2.3,1.16,2.18,3.6,0.98,Angel Reese,angel reese,ATL,IND,ATL @ IND,2026-06-04,401856961,31.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,caitlin clark,Caitlin Clark,IND,ATL,ATL,IND vs ATL,401856961,10000,,UNKNOWN,Medium,MEDIUM,34.32,34.38,31.15,34.37,37.43,2.39,23.48,,18.71,23.34,28.44,3.8,5.9,,4.67,5.85,7.16,0.98,8.24,,6.67,8.2,9.81,1.24,3.21,,2.15,3.17,4.32,0.87,1.59,,0.95,1.55,2.28,0.53,0.45,,0.19,0.43,0.74,0.22,37.61,32.32,37.51,43.08,4.21,29.38,24.36,29.23,34.57,3.97,31.72,26.63,31.63,36.98,4.04,14.13,12.08,14.09,16.21,1.61,2.04,1.35,2.0,2.8,0.57,Caitlin Clark,caitlin clark,IND,ATL,IND vs ATL,2026-06-04,401856961,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,cecilia zandalasini,Cecilia Zandalasini,GSV,MIN,MIN,GSV @ MIN,401856962,10000,,UNKNOWN,Medium,MEDIUM,23.33,24.07,12.01,23.56,34.6,8.46,9.22,,3.04,8.42,16.37,5.4,2.98,,1.03,2.72,5.22,1.68,1.83,,0.66,1.69,3.22,1.02,1.82,,0.43,1.59,3.49,1.27,1.11,,0.21,0.93,2.23,0.85,0.38,,0.01,0.27,0.88,0.41,14.03,7.11,13.21,21.93,5.97,12.2,5.5,11.39,19.79,5.77,11.06,4.64,10.26,18.51,5.59,4.81,2.36,4.58,7.61,2.04,1.49,0.46,1.31,2.74,0.95,Cecilia Zandalasini,cecilia zandalasini,GSV,MIN,GSV @ MIN,2026-06-04,401856962,24.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,courtney williams,Courtney Williams,MIN,GSV,GSV,MIN vs GSV,401856962,10000,,UNKNOWN,Medium,MEDIUM,27.4,27.64,20.16,27.46,34.77,5.57,13.19,,8.06,12.84,18.82,4.25,4.81,,2.92,4.71,6.83,1.53,5.97,,2.99,5.69,9.31,2.52,1.43,,0.49,1.32,2.52,0.81,1.1,,0.37,1.01,1.94,0.64,0.31,,0.07,0.27,0.58,0.21,23.96,17.31,23.64,31.15,5.46,18.0,12.34,17.67,24.06,4.63,19.15,12.96,18.86,25.89,5.09,10.78,7.1,10.53,14.75,3.04,1.41,0.63,1.31,2.31,0.68,Courtney Williams,courtney williams,MIN,GSV,MIN vs GSV,2026-06-04,401856962,27.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,gabby williams,Gabby Williams,GSV,MIN,MIN,GSV @ MIN,401856962,10000,,UNKNOWN,Medium,MEDIUM,29.04,29.53,21.95,29.24,36.11,5.37,8.35,,4.89,8.1,12.17,2.87,3.46,,1.7,3.3,5.4,1.46,2.84,,1.31,2.71,4.58,1.3,1.07,,0.21,0.92,2.09,0.8,1.45,,0.41,1.3,2.65,0.92,0.66,,0.09,0.55,1.35,0.54,14.65,10.21,14.38,19.44,3.61,11.8,7.86,11.54,16.18,3.27,11.19,7.25,10.95,15.51,3.22,6.3,3.86,6.14,8.9,1.99,2.11,0.86,1.97,3.52,1.08,Gabby Williams,gabby williams,GSV,MIN,GSV @ MIN,2026-06-04,401856962,29.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,janelle salaün,Janelle Salaün,GSV,MIN,MIN,GSV @ MIN,401856962,10000,,UNKNOWN,Medium,MEDIUM,26.55,26.58,20.6,26.54,32.58,4.64,12.08,,7.05,11.69,17.52,4.19,5.12,,3.14,4.99,7.26,1.62,1.37,,0.66,1.3,2.15,0.6,2.09,,0.94,1.97,3.37,0.96,0.72,,0.29,0.67,1.2,0.36,0.27,,0.14,0.26,0.41,0.11,18.57,12.92,18.19,24.73,4.67,17.2,11.64,16.8,23.23,4.6,13.45,8.35,13.06,18.99,4.25,6.49,4.32,6.37,8.83,1.75,0.99,0.53,0.94,1.49,0.38,Janelle Salaün,janelle salaün,GSV,MIN,GSV @ MIN,2026-06-04,401856962,26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
2026-06-04,jordin canada,Jordin Canada,ATL,IND,IND,ATL @ IND,401856961,10000,,UNKNOWN,Low,LOW,29.5,29.92,22.75,29.73,36.21,5.13,7.28,,2.75,6.78,12.42,3.87,1.63,,0.41,1.44,3.07,1.09,4.51,,1.65,4.13,7.83,2.51,0.87,,0.06,0.69,1.86,0.8,1.4,,0.46,1.28,2.48,0.82,0.46,,0.02,0.35,1.01,0.45,13.42,7.7,12.94,19.73,4.8,8.91,4.16,8.44,14.32,4.05,11.79,6.27,11.29,17.86,4.64,6.14,2.93,5.78,9.76,2.76,1.86,0.78,1.74,3.1,0.94,Jordin Canada,jordin canada,ATL,IND,ATL @ IND,2026-06-04,401856961,29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low
2026-06-04,kayla mcbride,Kayla McBride,MIN,GSV,GSV,MIN vs GSV,401856962,10000,,UNKNOWN,Medium,MEDIUM,27.58,27.57,23.13,27.56,32.08,3.51,13.18,,6.61,12.63,20.32,5.46,2.43,,1.09,2.32,3.92,1.12,3.33,,1.84,3.21,4.98,1.25,2.69,,1.17,2.55,4.36,1.28,1.26,,0.52,1.18,2.11,0.63,0.31,,0.07,0.27,0.58,0.21,18.94,11.95,18.46,26.45,5.78,15.61,8.83,15.08,22.97,5.61,16.51,9.68,16.02,23.91,5.63,5.76,3.69,5.59,7.98,1.68,1.57,0.77,1.49,2.48,0.67,Kayla McBride,kayla mcbride,MIN,GSV,MIN vs GSV,2026-06-04,401856962,27.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium
