game_date,season,player_name,team,opponent,home_away,minutes,points,rebounds,assists,threes_made,steals,blocks,turnovers,fga,fgm,fta,ftm,offensive_rebounds,defensive_rebounds,plus_minus,player_key,is_home,_data_source,game_id,player_id,position,starter,played,source
2025-08-16,2025,Ezi Magbegor,SEA,ATL,A,27.0,7.0,6.0,3.0,0.0,2.0,3.0,1.0,7.0,3.0,2.0,1.0,0.0,6.0,,ezi magbegor,0,last_good_canonical,401736325.0,4420318.0,F,1.0,1.0,espn
2025-08-17,2025,Ezi Magbegor,SEA,PHX,H,28.0,6.0,7.0,2.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,6.0,,ezi magbegor,1,last_good_canonical,401736331.0,4420318.0,F,1.0,1.0,espn
2025-08-20,2025,Ezi Magbegor,SEA,CHI,A,28.0,11.0,8.0,0.0,0.0,1.0,4.0,0.0,5.0,4.0,4.0,3.0,1.0,7.0,,ezi magbegor,0,last_good_canonical,401736335.0,4420318.0,F,1.0,1.0,espn
2025-08-22,2025,Ezi Magbegor,SEA,DAL,A,21.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,,ezi magbegor,0,last_good_canonical,401736344.0,4420318.0,F,1.0,1.0,espn
2025-08-24,2025,Ezi Magbegor,SEA,WAS,A,20.0,6.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,5.0,,ezi magbegor,0,last_good_canonical,401736349.0,4420318.0,F,1.0,1.0,espn
2025-08-26,2025,Ezi Magbegor,SEA,IND,A,23.0,8.0,2.0,2.0,0.0,0.0,3.0,1.0,7.0,4.0,1.0,0.0,1.0,1.0,,ezi magbegor,0,last_good_canonical,401736354.0,4420318.0,F,1.0,1.0,espn
2025-08-29,2025,Ezi Magbegor,SEA,MIN,A,31.0,8.0,7.0,2.0,1.0,0.0,5.0,0.0,6.0,3.0,1.0,1.0,2.0,5.0,,ezi magbegor,0,last_good_canonical,401736359.0,4420318.0,F,1.0,1.0,espn
2025-08-31,2025,Ezi Magbegor,SEA,CHI,H,35.0,13.0,6.0,2.0,1.0,2.0,2.0,2.0,9.0,3.0,6.0,6.0,5.0,1.0,,ezi magbegor,1,last_good_canonical,401736365.0,4420318.0,F,1.0,1.0,espn
2025-09-02,2025,Ezi Magbegor,SEA,LAS,H,31.0,11.0,5.0,6.0,2.0,0.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,,ezi magbegor,1,last_good_canonical,401736371.0,4420318.0,F,1.0,1.0,espn
2025-09-06,2025,Ezi Magbegor,SEA,NYL,H,31.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,2.0,4.0,,ezi magbegor,1,last_good_canonical,401736381.0,4420318.0,F,1.0,1.0,espn
2025-09-10,2025,Ezi Magbegor,SEA,GSV,H,26.0,6.0,9.0,0.0,2.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,3.0,6.0,,ezi magbegor,1,last_good_canonical,401736392.0,4420318.0,F,1.0,1.0,espn
2025-09-15,2025,Ezi Magbegor,SEA,LVA,A,24.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,,ezi magbegor,0,last_good_canonical,401820315.0,4420318.0,F,1.0,1.0,espn
2025-09-17,2025,Ezi Magbegor,SEA,LVA,H,23.0,4.0,5.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,,ezi magbegor,1,last_good_canonical,401820317.0,4420318.0,F,1.0,1.0,espn
2025-09-19,2025,Ezi Magbegor,SEA,LVA,A,26.0,9.0,5.0,2.0,0.0,2.0,0.0,1.0,7.0,4.0,3.0,1.0,1.0,4.0,,ezi magbegor,0,last_good_canonical,401820321.0,4420318.0,F,1.0,1.0,espn
2026-05-09,2026,Ezi Magbegor,SEA,GSV,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856892.0,4420318.0,F,0.0,0.0,espn
2026-05-10,2026,Ezi Magbegor,SEA,CON,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856896.0,4420318.0,F,0.0,0.0,espn
2026-05-13,2026,Ezi Magbegor,SEA,TOR,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856904.0,4420318.0,F,0.0,0.0,espn
2026-05-17,2026,Ezi Magbegor,SEA,IND,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856916.0,4420318.0,F,0.0,0.0,espn
2026-05-21,2026,Ezi Magbegor,SEA,CON,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856923.0,4420318.0,F,0.0,0.0,espn
2026-05-23,2026,Ezi Magbegor,SEA,CON,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856929.0,4420318.0,F,0.0,0.0,espn
2026-05-24,2026,Ezi Magbegor,SEA,WAS,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856935.0,4420318.0,F,0.0,0.0,espn
2026-05-28,2026,Ezi Magbegor,SEA,WAS,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856942.0,4420318.0,F,0.0,0.0,espn
2026-05-30,2026,Ezi Magbegor,SEA,TOR,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856949.0,4420318.0,F,0.0,0.0,espn
2026-06-02,2026,Ezi Magbegor,SEA,DAL,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856953.0,4420318.0,F,0.0,0.0,espn
2026-06-03,2026,Ezi Magbegor,SEA,PHX,H,,,,,,,,,,,,,,,,ezi magbegor,1,last_good_canonical,,,,,,
2026-06-04,2026,Ezi Magbegor,SEA,PHX,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856960.0,4420318.0,F,0.0,0.0,espn
2026-06-06,2026,Ezi Magbegor,SEA,MIN,A,,,,,,,,,,,,,,,,ezi magbegor,0,last_good_canonical,,,,,,
2026-06-08,2026,Ezi Magbegor,SEA,LVA,A,,,,,,,,,,,,,,,,ezi magbegor,0,last_good_canonical,,,,,,
2026-06-09,2026,Ezi Magbegor,SEA,LVA,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401856974.0,4420318.0,F,0.0,0.0,espn
2026-06-10,2026,Ezi Magbegor,SEA,LAS,H,,,,,,,,,,,,,,,,ezi magbegor,1,last_good_canonical,,,,,,
2026-06-11,2026,Ezi Magbegor,SEA,LAS,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856979.0,4420318.0,F,0.0,0.0,espn
2026-06-12,2026,Ezi Magbegor,SEA,GSV,H,,,,,,,,,,,,,,,,ezi magbegor,1,last_good_canonical,,,,,,
2026-06-13,2026,Ezi Magbegor,SEA,GSV,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401856985.0,4420318.0,F,0.0,0.0,espn
2026-06-17,2026,Ezi Magbegor,SEA,POR,A,,,,,,,,,,,,,,,,ezi magbegor,0,last_good_canonical,,,,,,
2026-06-18,2026,Ezi Magbegor,SEA,POR,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,0,last_good_canonical,401857001.0,4420318.0,F,0.0,0.0,espn
2026-06-20,2026,Ezi Magbegor,SEA,PHX,A,,,,,,,,,,,,,,,,ezi magbegor,0,last_good_canonical,,,,,,
2026-06-22,2026,Ezi Magbegor,SEA,DAL,H,,,,,,,,,,,,,,,,ezi magbegor,1,last_good_canonical,,,,,,
2026-06-23,2026,Ezi Magbegor,SEA,DAL,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401857015.0,4420318.0,F,0.0,0.0,espn
2026-06-25,2026,Ezi Magbegor,SEA,NYL,H,,,,,,,,,,,,,,,,ezi magbegor,1,api:espn_boxscore,,,,,,
2026-06-26,2026,Ezi Magbegor,SEA,NYL,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401857023.0,4420318.0,F,0.0,0.0,espn
2026-06-27,2026,Ezi Magbegor,SEA,ATL,H,,,,,,,,,,,,,,,,ezi magbegor,1,api:espn_boxscore,,,,,,
2026-06-28,2026,Ezi Magbegor,SEA,ATL,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezi magbegor,1,last_good_canonical,401857029.0,4420318.0,F,0.0,0.0,espn
2026-07-02,2026,Ezi Magbegor,SEA,PHX,A,17.0,8.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-04,2026,Ezi Magbegor,SEA,POR,H,14.0,4.0,7.0,1.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,2.0,5.0,-2.0,ezi magbegor,1,api:espn_boxscore,,,,,,
2026-07-06,2026,Ezi Magbegor,SEA,LAS,A,15.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-09,2026,Ezi Magbegor,SEA,ATL,A,8.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,-1.0,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-12,2026,Ezi Magbegor,SEA,WAS,A,,,,,,,,,,,,,,,,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-15,2026,Ezi Magbegor,SEA,CHI,A,,,,,,,,,,,,,,,,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-17,2026,Ezi Magbegor,SEA,IND,A,,,,,,,,,,,,,,,,ezi magbegor,0,api:espn_boxscore,,,,,,
2026-07-20,2026,Ezi Magbegor,SEA,MIN,H,,,,,,,,,,,,,,,,ezi magbegor,1,api:espn_boxscore,,,,,,
2024-09-19,2024,Ezinne Kalu,ATL,NYL,A,13.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,,ezinne kalu,0,last_good_canonical,401620453.0,2531437.0,G,0.0,1.0,espn
2024-09-22,2024,Ezinne Kalu,ATL,NYL,A,15.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,,ezinne kalu,0,last_good_canonical,401721255.0,2531437.0,G,0.0,1.0,espn
2024-09-24,2024,Ezinne Kalu,ATL,NYL,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ezinne kalu,0,last_good_canonical,401721258.0,2531437.0,G,0.0,0.0,espn
2026-05-09,2026,Flau'jae Johnson,SEA,GSV,H,26.0,12.0,2.0,2.0,3.0,1.0,0.0,2.0,12.0,3.0,3.0,3.0,0.0,2.0,,flau'jae johnson,1,last_good_canonical,401856892.0,4698736.0,G,1.0,1.0,espn
2026-05-10,2026,Flau'jae Johnson,SEA,CON,A,30.0,16.0,6.0,1.0,1.0,3.0,1.0,1.0,10.0,3.0,10.0,9.0,1.0,5.0,,flau'jae johnson,0,last_good_canonical,401856896.0,4698736.0,G,1.0,1.0,espn
2026-05-13,2026,Flau'jae Johnson,SEA,TOR,A,29.0,7.0,6.0,2.0,0.0,1.0,1.0,3.0,7.0,2.0,4.0,3.0,1.0,5.0,,flau'jae johnson,0,last_good_canonical,401856904.0,4698736.0,G,1.0,1.0,espn
2026-05-17,2026,Flau'jae Johnson,SEA,IND,A,28.0,14.0,6.0,0.0,0.0,1.0,4.0,2.0,14.0,3.0,9.0,8.0,2.0,4.0,,flau'jae johnson,0,last_good_canonical,401856916.0,4698736.0,G,1.0,1.0,espn
2026-05-21,2026,Flau'jae Johnson,SEA,CON,H,16.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,0.0,3.0,,flau'jae johnson,1,last_good_canonical,401856923.0,4698736.0,G,1.0,1.0,espn
2026-05-23,2026,Flau'jae Johnson,SEA,CON,H,31.0,17.0,7.0,5.0,3.0,0.0,3.0,5.0,12.0,7.0,0.0,0.0,0.0,7.0,,flau'jae johnson,1,last_good_canonical,401856929.0,4698736.0,G,1.0,1.0,espn
2026-05-24,2026,Flau'jae Johnson,SEA,WAS,H,25.0,17.0,6.0,1.0,2.0,1.0,1.0,2.0,14.0,4.0,7.0,7.0,1.0,5.0,,flau'jae johnson,1,last_good_canonical,401856935.0,4698736.0,G,1.0,1.0,espn
2026-05-28,2026,Flau'jae Johnson,SEA,WAS,H,29.0,8.0,2.0,2.0,0.0,0.0,2.0,0.0,13.0,3.0,2.0,2.0,1.0,1.0,,flau'jae johnson,1,last_good_canonical,401856942.0,4698736.0,G,1.0,1.0,espn
2026-05-30,2026,Flau'jae Johnson,SEA,TOR,A,24.0,7.0,3.0,3.0,1.0,0.0,1.0,2.0,9.0,3.0,0.0,0.0,1.0,2.0,,flau'jae johnson,0,last_good_canonical,401856949.0,4698736.0,G,1.0,1.0,espn
2026-06-02,2026,Flau'jae Johnson,SEA,DAL,A,25.0,16.0,10.0,1.0,1.0,1.0,1.0,5.0,12.0,4.0,10.0,7.0,2.0,8.0,,flau'jae johnson,0,last_good_canonical,401856953.0,4698736.0,G,1.0,1.0,espn
2026-06-03,2026,Flau'jae Johnson,SEA,PHX,H,29.0,9.0,4.0,5.0,2.0,2.0,0.0,4.0,11.0,3.0,2.0,1.0,0.0,4.0,5.0,flau'jae johnson,1,last_good_canonical,,,,,,
2026-06-04,2026,Flau'jae Johnson,SEA,PHX,H,29.0,9.0,4.0,5.0,2.0,2.0,0.0,4.0,11.0,3.0,2.0,1.0,0.0,4.0,,flau'jae johnson,1,last_good_canonical,401856960.0,4698736.0,G,1.0,1.0,espn
2026-06-06,2026,Flau'jae Johnson,SEA,MIN,A,26.0,10.0,6.0,2.0,2.0,1.0,0.0,3.0,15.0,4.0,0.0,0.0,1.0,5.0,-4.0,flau'jae johnson,0,last_good_canonical,,,,,,
2026-06-08,2026,Flau'jae Johnson,SEA,LVA,A,24.0,13.0,2.0,7.0,1.0,0.0,0.0,0.0,9.0,5.0,2.0,2.0,0.0,2.0,-1.0,flau'jae johnson,0,last_good_canonical,,,,,,
2026-06-09,2026,Flau'jae Johnson,SEA,LVA,A,24.0,13.0,2.0,7.0,1.0,0.0,0.0,0.0,9.0,5.0,2.0,2.0,0.0,2.0,,flau'jae johnson,0,last_good_canonical,401856974.0,4698736.0,G,1.0,1.0,espn
2026-06-10,2026,Flau'jae Johnson,SEA,LAS,H,30.0,14.0,12.0,6.0,1.0,0.0,0.0,0.0,11.0,4.0,6.0,5.0,2.0,10.0,0.0,flau'jae johnson,1,last_good_canonical,,,,,,
2026-06-11,2026,Flau'jae Johnson,SEA,LAS,H,30.0,14.0,12.0,6.0,1.0,0.0,0.0,0.0,11.0,4.0,6.0,5.0,2.0,10.0,,flau'jae johnson,1,last_good_canonical,401856979.0,4698736.0,G,1.0,1.0,espn
2026-06-12,2026,Flau'jae Johnson,SEA,GSV,H,29.0,8.0,5.0,1.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,5.0,8.0,flau'jae johnson,1,last_good_canonical,,,,,,
2026-06-13,2026,Flau'jae Johnson,SEA,GSV,H,29.0,8.0,5.0,1.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,5.0,,flau'jae johnson,1,last_good_canonical,401856985.0,4698736.0,G,1.0,1.0,espn
2026-06-17,2026,Flau'jae Johnson,SEA,POR,A,22.0,8.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,4.0,0.0,0.0,1.0,1.0,8.0,flau'jae johnson,0,last_good_canonical,,,,,,
2026-06-18,2026,Flau'jae Johnson,SEA,POR,A,22.0,8.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,4.0,0.0,0.0,1.0,1.0,,flau'jae johnson,0,last_good_canonical,401857001.0,4698736.0,G,1.0,1.0,espn
2026-06-20,2026,Flau'jae Johnson,SEA,PHX,A,34.0,13.0,2.0,0.0,1.0,0.0,2.0,2.0,17.0,6.0,0.0,0.0,1.0,1.0,-10.0,flau'jae johnson,0,last_good_canonical,,,,,,
2026-06-22,2026,Flau'jae Johnson,SEA,DAL,H,40.0,11.0,5.0,9.0,2.0,2.0,1.0,2.0,9.0,3.0,3.0,3.0,0.0,5.0,11.0,flau'jae johnson,1,last_good_canonical,,,,,,
2026-06-23,2026,Flau'jae Johnson,SEA,DAL,H,40.0,11.0,5.0,9.0,2.0,2.0,1.0,2.0,9.0,3.0,3.0,3.0,0.0,5.0,,flau'jae johnson,1,last_good_canonical,401857015.0,4698736.0,G,1.0,1.0,espn
2026-06-25,2026,Flau'jae Johnson,SEA,NYL,H,33.0,28.0,9.0,2.0,4.0,3.0,1.0,2.0,23.0,11.0,4.0,2.0,4.0,5.0,13.0,flau'jae johnson,1,api:espn_boxscore,,,,,,
2026-06-26,2026,Flau'jae Johnson,SEA,NYL,H,33.0,28.0,9.0,2.0,4.0,3.0,1.0,2.0,23.0,11.0,4.0,2.0,4.0,5.0,,flau'jae johnson,1,last_good_canonical,401857023.0,4698736.0,G,1.0,1.0,espn
2026-06-27,2026,Flau'jae Johnson,SEA,ATL,H,33.0,24.0,11.0,4.0,2.0,2.0,0.0,4.0,12.0,9.0,5.0,4.0,2.0,9.0,12.0,flau'jae johnson,1,api:espn_boxscore,,,,,,
2026-06-28,2026,Flau'jae Johnson,SEA,ATL,H,33.0,24.0,11.0,4.0,2.0,2.0,0.0,4.0,12.0,9.0,5.0,4.0,2.0,9.0,,flau'jae johnson,1,last_good_canonical,401857029.0,4698736.0,G,1.0,1.0,espn
2026-07-02,2026,Flau'jae Johnson,SEA,PHX,A,29.0,11.0,3.0,3.0,2.0,1.0,1.0,1.0,12.0,4.0,2.0,1.0,0.0,3.0,-9.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-04,2026,Flau'jae Johnson,SEA,POR,H,31.0,1.0,8.0,3.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,8.0,0.0,flau'jae johnson,1,api:espn_boxscore,,,,,,
2026-07-06,2026,Flau'jae Johnson,SEA,LAS,A,27.0,23.0,5.0,3.0,3.0,1.0,0.0,4.0,19.0,9.0,2.0,2.0,2.0,3.0,15.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-09,2026,Flau'jae Johnson,SEA,ATL,A,29.0,14.0,2.0,5.0,0.0,2.0,1.0,3.0,12.0,5.0,5.0,4.0,0.0,2.0,-3.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-12,2026,Flau'jae Johnson,SEA,WAS,A,31.0,9.0,7.0,3.0,0.0,4.0,0.0,2.0,9.0,2.0,6.0,5.0,0.0,7.0,-4.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-15,2026,Flau'jae Johnson,SEA,CHI,A,31.0,25.0,6.0,4.0,1.0,3.0,1.0,3.0,17.0,11.0,3.0,2.0,1.0,5.0,-3.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-17,2026,Flau'jae Johnson,SEA,IND,A,31.0,16.0,6.0,6.0,0.0,3.0,1.0,2.0,16.0,7.0,2.0,2.0,4.0,2.0,4.0,flau'jae johnson,0,api:espn_boxscore,,,,,,
2026-07-20,2026,Flau'jae Johnson,SEA,MIN,H,29.0,26.0,1.0,1.0,5.0,0.0,1.0,4.0,11.0,7.0,8.0,7.0,0.0,1.0,-4.0,flau'jae johnson,1,api:espn_boxscore,,,,,,
2026-05-03,2026,Frieda Buhner,POR,LAS,H,21.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,4.0,3.0,0.0,1.0,,frieda buhner,1,last_good_canonical,401866521.0,5105406.0,F,0.0,1.0,espn
2026-05-10,2026,Frieda Buhner,POR,CHI,H,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,,frieda buhner,1,last_good_canonical,401856895.0,5105406.0,F,0.0,1.0,espn
2026-05-13,2026,Frieda Buhner,POR,NYL,H,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,frieda buhner,1,last_good_canonical,401856903.0,5105406.0,F,0.0,1.0,espn
2026-05-15,2026,Frieda Buhner,POR,NYL,H,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,frieda buhner,1,last_good_canonical,401856909.0,5105406.0,F,0.0,1.0,espn
2026-05-19,2026,Frieda Buhner,POR,CON,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frieda buhner,1,last_good_canonical,401856919.0,5105406.0,F,0.0,0.0,espn
2026-05-23,2026,Frieda Buhner,POR,TOR,A,13.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,,frieda buhner,0,last_good_canonical,401856931.0,5105406.0,F,0.0,1.0,espn
2026-05-26,2026,Frieda Buhner,POR,NYL,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frieda buhner,0,last_good_canonical,401856936.0,5105406.0,F,0.0,0.0,espn
2026-05-28,2026,Frieda Buhner,POR,CON,H,13.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,,frieda buhner,1,last_good_canonical,401856941.0,5105406.0,F,0.0,1.0,espn
2026-05-30,2026,Frieda Buhner,POR,ATL,H,14.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,,frieda buhner,1,last_good_canonical,401856948.0,5105406.0,F,0.0,1.0,espn
2026-05-31,2026,Frieda Buhner,POR,IND,H,14.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,4.0,4.0,1.0,0.0,,frieda buhner,1,last_good_canonical,401856951.0,5105406.0,F,0.0,1.0,espn
2026-06-02,2026,Frieda Buhner,POR,GSV,A,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.0,frieda buhner,0,last_good_canonical,,,,,,
2026-06-03,2026,Frieda Buhner,POR,GSV,A,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,frieda buhner,0,last_good_canonical,401856957.0,5105406.0,F,0.0,1.0,espn
2026-06-05,2026,Frieda Buhner,POR,PHX,H,15.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,12.0,frieda buhner,1,last_good_canonical,,,,,,
2026-06-06,2026,Frieda Buhner,POR,PHX,H,15.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,,frieda buhner,1,last_good_canonical,401856965.0,5105406.0,F,0.0,1.0,espn
2026-06-07,2026,Frieda Buhner,POR,LAS,A,15.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,2.0,0.0,-5.0,frieda buhner,0,last_good_canonical,,,,,,
2026-06-11,2026,Frieda Buhner,POR,LVA,H,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,frieda buhner,1,last_good_canonical,,,,,,
2026-06-12,2026,Frieda Buhner,POR,LVA,H,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,frieda buhner,1,last_good_canonical,401856983.0,5105406.0,F,0.0,1.0,espn
2026-06-13,2026,Frieda Buhner,POR,DAL,H,13.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,-1.0,frieda buhner,1,last_good_canonical,,,,,,
2026-06-14,2026,Frieda Buhner,POR,DAL,H,13.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,frieda buhner,1,last_good_canonical,401856988.0,5105406.0,F,0.0,1.0,espn
2026-06-15,2026,Frieda Buhner,POR,MIN,A,20.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,4.0,2.0,0.0,-19.0,frieda buhner,0,last_good_canonical,,,,,,
2026-06-16,2026,Frieda Buhner,POR,MIN,A,20.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,4.0,2.0,0.0,,frieda buhner,0,last_good_canonical,401856993.0,5105406.0,F,0.0,1.0,espn
2026-06-17,2026,Frieda Buhner,POR,SEA,H,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,-6.0,frieda buhner,1,last_good_canonical,,,,,,
2026-06-18,2026,Frieda Buhner,POR,SEA,H,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,,frieda buhner,1,last_good_canonical,401857001.0,5105406.0,F,0.0,1.0,espn
2026-06-24,2026,Frieda Buhner,POR,CHI,A,16.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,3.0,-10.0,frieda buhner,0,api:espn_boxscore,,,,,,
2026-06-25,2026,Frieda Buhner,POR,CHI,A,16.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,3.0,,frieda buhner,0,last_good_canonical,401857019.0,5105406.0,F,0.0,1.0,espn
2026-06-26,2026,Frieda Buhner,POR,CHI,A,21.0,10.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,4.0,-21.0,frieda buhner,0,api:espn_boxscore,,,,,,
2026-06-28,2026,Frieda Buhner,POR,WAS,A,22.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,2.0,2.0,1.0,0.0,6.0,frieda buhner,0,api:espn_boxscore,,,,,,
2026-07-04,2026,Frieda Buhner,POR,SEA,A,18.0,9.0,7.0,2.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,1.0,2.0,5.0,8.0,frieda buhner,0,api:espn_boxscore,,,,,,
