slate_date,game_date,player_name,player_id,player_key,team,opponent,projected_minutes,source_file,reason,candidate_actual_rows,created_at_utc
2026-06-22,2026-06-22,Brittney Sykes,brittney sykes,brittney sykes,TOR,ATL,29.31,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Costanza Verona,costanza verona,costanza verona,DAL,SEA,10.61,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Courtney Vandersloot,courtney vandersloot,courtney vandersloot,CHI,CON,25.25,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Damiris Dantas,damiris dantas,damiris dantas,IND,PHX,9.07,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,DiJonai Carrington,dijonai carrington,dijonai carrington,CHI,CON,26.16,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Dulcy Fankam Mendjiadeu,dulcy fankam mendjiadeu,dulcy fankam mendjiadeu,DAL,SEA,16.34,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Ezi Magbegor,ezi magbegor,ezi magbegor,SEA,DAL,18.09,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Hailey Van Lith,hailey van lith,hailey van lith,CON,CHI,15.18,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Jade Melbourne,jade melbourne,jade melbourne,SEA,DAL,22.88,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,JJ Quinerly,jj quinerly,jj quinerly,DAL,SEA,9.21,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Jordan Horston,jordan horston,jordan horston,SEA,DAL,22.16,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Jovana Nogic,jovana nogic,jovana nogic,PHX,IND,17.58,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Joyner Holmes,joyner holmes,joyner holmes,SEA,DAL,11.3,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Justine Pissott,justine pissott,justine pissott,IND,PHX,16.63,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Kiki Rice,kiki rice,kiki rice,TOR,ATL,29.04,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Lexie Brown,lexie brown,lexie brown,SEA,DAL,11.57,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Mackenzie Holmes,mackenzie holmes,mackenzie holmes,SEA,DAL,9.39,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Mariella Fasoula,mariella fasoula,mariella fasoula,TOR,ATL,10.88,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Marta Suarez,marta suarez,marta suarez,PHX,IND,10.38,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Monique Akoa Makani,monique akoa makani,monique akoa makani,PHX,IND,24.72,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Nikolina Milic,nikolina milic,nikolina milic,TOR,ATL,9.61,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Odyssey Sims,odyssey sims,odyssey sims,DAL,SEA,12.19,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Rickea Jackson,rickea jackson,rickea jackson,CHI,CON,30.11,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Sami Whitcomb,sami whitcomb,sami whitcomb,PHX,IND,18.18,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Taylor Thierry,taylor thierry,taylor thierry,SEA,DAL,8.0,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-22,2026-06-22,Tyasha Harris,tyasha harris,tyasha harris,IND,PHX,13.21,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260622.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Anneli Maley,anneli maley,anneli maley,NYL,LVA,8.35,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Brianna Turner,brianna turner,brianna turner,LVA,NYL,9.12,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Chennedy Carter,chennedy carter,chennedy carter,LVA,NYL,17.5,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Dana Evans,dana evans,dana evans,LVA,NYL,17.59,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Janiah Barker,janiah barker,janiah barker,LVA,NYL,17.55,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Marine Fauthoux,marine fauthoux,marine fauthoux,NYL,LVA,8.0,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,no_safe_player_match,0,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Raquel Carrera,raquel carrera,raquel carrera,NYL,LVA,9.94,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Rebecca Allen,rebecca allen,rebecca allen,NYL,LVA,11.24,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
2026-06-23,2026-06-23,Rebekah Gardner,rebekah gardner,rebekah gardner,NYL,LVA,15.44,/home/ubuntu/EdgeRanked/sports/wnba/projections.csv,missing_projected_or_actual_minutes,1,2026-06-24T11:30:43Z
