slate_date,game_date,player_name,player_id,player_key,team,opponent,stat,projected_value,actual_value,error,absolute_error,squared_error,source_file,created_at_utc
2026-05-10,2026-05-10,Sonia Citron,sonia citron,sonia citron,WAS,NYL,rebounds,3.52,5.0,-1.48,1.48,2.1904,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Sonia Citron,sonia citron,sonia citron,WAS,NYL,assists,2.51,2.0,0.5099999999999998,0.5099999999999998,0.2600999999999998,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Sonia Citron,sonia citron,sonia citron,WAS,NYL,threes_made,2.48,0.0,2.48,2.48,6.1504,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Sonia Citron,sonia citron,sonia citron,WAS,NYL,steals,1.18,2.0,-0.8200000000000001,0.8200000000000001,0.6724000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Sonia Citron,sonia citron,sonia citron,WAS,NYL,blocks,0.58,0.0,0.58,0.58,0.3364,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,points,4.66,6.0,-1.3399999999999999,1.3399999999999999,1.7955999999999996,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,rebounds,1.87,4.0,-2.13,2.13,4.536899999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,assists,1.29,0.0,1.29,1.29,1.6641000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,threes_made,0.95,0.0,0.95,0.95,0.9025,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,steals,0.51,0.0,0.51,0.51,0.2601,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Stefanie Dolson,stefanie dolson,stefanie dolson,SEA,CON,blocks,0.29,0.0,0.29,0.29,0.0841,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,points,14.09,13.0,1.0899999999999999,1.0899999999999999,1.1880999999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,rebounds,4.25,3.0,1.25,1.25,1.5625,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,assists,7.34,12.0,-4.66,4.66,21.715600000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,threes_made,1.46,1.0,0.45999999999999996,0.45999999999999996,0.21159999999999995,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,steals,1.29,3.0,-1.71,1.71,2.9240999999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-10,2026-05-10,Veronica Burton,veronica burton,veronica burton,GSV,PHX,blocks,0.99,0.0,0.99,0.99,0.9801,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260510.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,points,7.77,2.0,5.77,5.77,33.292899999999996,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,rebounds,3.92,6.0,-2.08,2.08,4.3264000000000005,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,assists,1.95,3.0,-1.05,1.05,1.1025,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,threes_made,1.12,0.0,1.12,1.12,1.2544000000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,steals,1.11,0.0,1.11,1.11,1.2321000000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alanna Smith,alanna smith,alanna smith,DAL,ATL,blocks,1.13,1.0,0.1299999999999999,0.1299999999999999,0.01689999999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,points,13.59,26.0,-12.41,12.41,154.0081,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,rebounds,3.66,4.0,-0.33999999999999986,0.33999999999999986,0.1155999999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,assists,2.2,0.0,2.2,2.2,4.840000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,threes_made,1.62,4.0,-2.38,2.38,5.6644,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,steals,0.92,0.0,0.92,0.92,0.8464,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Allisha Gray,allisha gray,allisha gray,ATL,DAL,blocks,0.43,1.0,-0.5700000000000001,0.5700000000000001,0.3249000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,points,8.19,10.0,-1.8100000000000005,1.8100000000000005,3.276100000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,rebounds,6.57,4.0,2.5700000000000003,2.5700000000000003,6.6049000000000015,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,assists,7.42,8.0,-0.5800000000000001,0.5800000000000001,0.3364000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,threes_made,0.31,0.0,0.31,0.31,0.0961,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,steals,1.24,2.0,-0.76,0.76,0.5776,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Alyssa Thomas,alyssa thomas,alyssa thomas,PHX,MIN,blocks,0.46,0.0,0.46,0.46,0.2116,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,points,16.02,12.0,4.02,4.02,16.160399999999996,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,rebounds,11.81,16.0,-4.1899999999999995,4.1899999999999995,17.556099999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,assists,3.02,2.0,1.02,1.02,1.0404,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,threes_made,0.31,0.0,0.31,0.31,0.0961,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,steals,1.28,1.0,0.28,0.28,0.07840000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Angel Reese,angel reese,angel reese,ATL,DAL,blocks,0.93,1.0,-0.06999999999999995,0.06999999999999995,0.004899999999999993,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,points,14.33,20.0,-5.67,5.67,32.1489,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,rebounds,2.63,4.0,-1.37,1.37,1.8769000000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,assists,4.66,1.0,3.66,3.66,13.395600000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,threes_made,1.8,0.0,1.8,1.8,3.24,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,steals,1.21,1.0,0.20999999999999996,0.20999999999999996,0.044099999999999986,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Arike Ogunbowale,arike ogunbowale,arike ogunbowale,DAL,ATL,blocks,0.33,0.0,0.33,0.33,0.10890000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,points,10.59,10.0,0.5899999999999999,0.5899999999999999,0.34809999999999985,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,rebounds,3.6,3.0,0.6000000000000001,0.6000000000000001,0.3600000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,assists,3.04,3.0,0.040000000000000036,0.040000000000000036,0.001600000000000003,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,threes_made,1.63,2.0,-0.3700000000000001,0.3700000000000001,0.13690000000000008,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,steals,0.96,0.0,0.96,0.96,0.9216,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Betnijah Laney-Hamilton,betnijah laney-hamilton,betnijah laney-hamilton,NYL,POR,blocks,0.27,0.0,0.27,0.27,0.0729,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,points,13.29,16.0,-2.710000000000001,2.710000000000001,7.3441000000000045,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,rebounds,5.48,10.0,-4.52,4.52,20.430399999999995,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,assists,2.5,4.0,-1.5,1.5,2.25,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,threes_made,0.84,0.0,0.84,0.84,0.7055999999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,steals,1.08,2.0,-0.9199999999999999,0.9199999999999999,0.8463999999999998,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Breanna Stewart,breanna stewart,breanna stewart,NYL,POR,blocks,1.22,3.0,-1.78,1.78,3.1684,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,points,7.61,26.0,-18.39,18.39,338.19210000000004,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,rebounds,3.4,1.0,2.4,2.4,5.76,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,assists,1.52,0.0,1.52,1.52,2.3104,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,threes_made,1.74,5.0,-3.26,3.26,10.6276,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,steals,0.72,4.0,-3.2800000000000002,3.2800000000000002,10.758400000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Bridget Carleton,bridget carleton,bridget carleton,POR,NYL,blocks,0.37,0.0,0.37,0.37,0.1369,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,points,5.62,21.0,-15.379999999999999,15.379999999999999,236.54439999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,rebounds,0.96,4.0,-3.04,3.04,9.2416,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,assists,2.11,6.0,-3.89,3.89,15.132100000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,threes_made,0.43,0.0,0.43,0.43,0.18489999999999998,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,steals,0.8,1.0,-0.19999999999999996,0.19999999999999996,0.03999999999999998,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Carla Leite,carla leite,carla leite,POR,NYL,blocks,0.16,0.0,0.16,0.16,0.0256,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,points,13.18,11.0,2.1799999999999997,2.1799999999999997,4.752399999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,rebounds,4.3,3.0,1.2999999999999998,1.2999999999999998,1.6899999999999995,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,assists,5.95,5.0,0.9500000000000002,0.9500000000000002,0.9025000000000003,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,threes_made,1.4,1.0,0.3999999999999999,0.3999999999999999,0.15999999999999992,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,steals,1.06,2.0,-0.94,0.94,0.8835999999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Courtney Williams,courtney williams,courtney williams,MIN,PHX,blocks,0.3,2.0,-1.7,1.7,2.8899999999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,points,6.35,16.0,-9.65,9.65,93.1225,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,rebounds,3.11,7.0,-3.89,3.89,15.132100000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,assists,0.98,2.0,-1.02,1.02,1.0404,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,threes_made,1.24,2.0,-0.76,0.76,0.5776,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,steals,1.0,0.0,1.0,1.0,1.0,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,DeWanna Bonner,dewanna bonner,dewanna bonner,PHX,MIN,blocks,0.43,1.0,-0.5700000000000001,0.5700000000000001,0.3249000000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,points,1.98,6.0,-4.02,4.02,16.160399999999996,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,rebounds,2.06,3.0,-0.94,0.94,0.8835999999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,assists,1.09,1.0,0.09000000000000008,0.09000000000000008,0.008100000000000015,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,threes_made,0.25,2.0,-1.75,1.75,3.0625,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,steals,0.58,2.0,-1.42,1.42,2.0164,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Emily Engstler,emily engstler,emily engstler,POR,NYL,blocks,0.44,3.0,-2.56,2.56,6.5536,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,points,2.55,0.0,2.55,2.55,6.5024999999999995,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,rebounds,1.31,0.0,1.31,1.31,1.7161000000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,assists,0.11,0.0,0.11,0.11,0.0121,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,threes_made,0.18,0.0,0.18,0.18,0.0324,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,steals,0.34,0.0,0.34,0.34,0.11560000000000002,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Han Xu,han xu,han xu,NYL,POR,blocks,0.23,0.0,0.23,0.23,0.0529,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,points,8.96,12.0,-3.039999999999999,3.039999999999999,9.241599999999995,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,rebounds,6.85,8.0,-1.1500000000000004,1.1500000000000004,1.322500000000001,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,assists,2.75,3.0,-0.25,0.25,0.0625,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,threes_made,0.22,0.0,0.22,0.22,0.0484,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,steals,0.82,0.0,0.82,0.82,0.6723999999999999,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
2026-05-12,2026-05-12,Jessica Shepard,jessica shepard,jessica shepard,DAL,ATL,blocks,0.41,0.0,0.41,0.41,0.16809999999999997,/home/ubuntu/EdgeRanked/sports/wnba/outputs/archive/projections/wnba_projections_20260512.csv,2026-06-11T11:30:45Z
