player_name,team,position,est_return_date,status,status_text,comment,fetched_at,_data_source,player_key
Kennedy Burke,CONNECTICUT SUN,G,Jun 8,day-to-day,Day-To-Day,,2026-06-07T00:55:37.003135+00:00,api:espn_injuries,kennedy burke
Li Yueru,DALLAS WINGS,C,Jun 9,day-to-day,Day-To-Day,,2026-06-07T00:55:37.003337+00:00,api:espn_injuries,li yueru
Odyssey Sims,DALLAS WINGS,G,Jun 9,day-to-day,Day-To-Day,Jun 5: Sims won't return to Friday's game against the Sparks due to a left ankle injury.,2026-06-07T00:55:37.003419+00:00,api:espn_injuries,odyssey sims
Caitlin Clark,INDIANA FEVER,G,Jun 6,day-to-day,Day-To-Day,"Jun 5: Clark (back) is probable for Saturday's game against the Liberty, per Chloe Peterson of The Indianapolis Star.",2026-06-07T00:55:37.003577+00:00,api:espn_injuries,caitlin clark
Chennedy Carter,LAS VEGAS ACES,G,Jun 8,day-to-day,Day-To-Day,,2026-06-07T00:55:37.003723+00:00,api:espn_injuries,chennedy carter
Liatu King,MINNESOTA LYNX,F,Jun 9,day-to-day,Day-To-Day,,2026-06-07T00:55:37.003881+00:00,api:espn_injuries,liatu king
Alyssa Thomas,PHOENIX MERCURY,F,Jun 9,day-to-day,Day-To-Day,,2026-06-07T00:55:37.004017+00:00,api:espn_injuries,alyssa thomas
Kahleah Copper,PHOENIX MERCURY,G,Jun 9,day-to-day,Day-To-Day,,2026-06-07T00:55:37.004083+00:00,api:espn_injuries,kahleah copper
Lexie Brown,SEATTLE STORM,G,Jun 8,day-to-day,Day-To-Day,,2026-06-07T00:55:37.004214+00:00,api:espn_injuries,lexie brown
