game_date,season,player_name,team,opponent,home_away,minutes,points,rebounds,assists,threes_made,steals,blocks,turnovers,fga,fgm,fta,ftm,offensive_rebounds,defensive_rebounds,plus_minus,player_key,is_home,_data_source,game_id,player_id,position,starter,played,source,name_key,reason
2026-06-16,2026,Brianna Turner,LVA,DAL,A,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,brianna turner,0,last_good_canonical,401856992.0,3142086.0,F,0.0,1.0,espn,brianna turner,no_projection_for_player_team_date
2026-06-18,2026,Brianna Turner,LVA,PHX,A,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,brianna turner,0,last_good_canonical,401857000.0,3142086.0,F,0.0,1.0,espn,brianna turner,no_projection_for_player_team_date
2026-06-24,2026,Brianna Turner,LVA,NYL,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brianna turner,0,last_good_canonical,401857016.0,3142086.0,F,0.0,0.0,espn,brianna turner,no_projection_for_player_team_date
2026-06-26,2026,Brianna Turner,LVA,DAL,A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brianna turner,0,last_good_canonical,401857022.0,3142086.0,F,0.0,1.0,espn,brianna turner,no_projection_for_player_team_date
2026-05-10,2026,Bridget Carleton,POR,CHI,H,30.0,13.0,1.0,4.0,3.0,1.0,1.0,0.0,10.0,4.0,3.0,2.0,0.0,1.0,,bridget carleton,1,last_good_canonical,401856895.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-13,2026,Bridget Carleton,POR,NYL,H,33.0,26.0,1.0,0.0,5.0,4.0,0.0,0.0,16.0,9.0,3.0,3.0,0.0,1.0,,bridget carleton,1,last_good_canonical,401856903.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-15,2026,Bridget Carleton,POR,NYL,H,25.0,11.0,5.0,2.0,2.0,1.0,0.0,1.0,11.0,4.0,1.0,1.0,2.0,3.0,,bridget carleton,1,last_good_canonical,401856909.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-19,2026,Bridget Carleton,POR,CON,H,33.0,18.0,5.0,3.0,2.0,3.0,1.0,2.0,12.0,5.0,6.0,6.0,0.0,5.0,,bridget carleton,1,last_good_canonical,401856919.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-28,2026,Bridget Carleton,POR,CON,H,29.0,13.0,7.0,3.0,2.0,1.0,0.0,2.0,10.0,5.0,1.0,1.0,2.0,5.0,,bridget carleton,1,last_good_canonical,401856941.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-31,2026,Bridget Carleton,POR,IND,H,32.0,14.0,2.0,3.0,2.0,3.0,2.0,0.0,15.0,6.0,0.0,0.0,0.0,2.0,,bridget carleton,1,last_good_canonical,401856951.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-03,2026,Bridget Carleton,POR,GSV,A,30.0,11.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,2.0,,bridget carleton,0,last_good_canonical,401856957.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-06,2026,Bridget Carleton,POR,PHX,H,27.0,6.0,4.0,2.0,0.0,1.0,0.0,4.0,9.0,2.0,2.0,2.0,1.0,3.0,,bridget carleton,1,last_good_canonical,401856965.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-12,2026,Bridget Carleton,POR,LVA,H,33.0,13.0,1.0,0.0,3.0,1.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,1.0,,bridget carleton,1,last_good_canonical,401856983.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-14,2026,Bridget Carleton,POR,DAL,H,31.0,20.0,4.0,1.0,6.0,1.0,0.0,2.0,14.0,6.0,2.0,2.0,0.0,4.0,,bridget carleton,1,last_good_canonical,401856988.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-16,2026,Bridget Carleton,POR,MIN,A,26.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,1.0,2.0,1.0,0.0,1.0,,bridget carleton,0,last_good_canonical,401856993.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-18,2026,Bridget Carleton,POR,SEA,H,29.0,24.0,4.0,1.0,7.0,3.0,2.0,2.0,13.0,7.0,4.0,3.0,2.0,2.0,,bridget carleton,1,last_good_canonical,401857001.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-06-25,2026,Bridget Carleton,POR,CHI,A,29.0,7.0,5.0,2.0,0.0,0.0,1.0,2.0,6.0,2.0,4.0,3.0,2.0,3.0,,bridget carleton,0,last_good_canonical,401857019.0,3906972.0,F,1.0,1.0,espn,bridget carleton,no_projection_for_player_team_date
2026-05-10,2026,Brionna Jones,ATL,MIN,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,0,last_good_canonical,401856899.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-05-22,2026,Brionna Jones,ATL,DAL,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,1,last_good_canonical,401856927.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-05-24,2026,Brionna Jones,ATL,PHX,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,1,last_good_canonical,401856933.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-05-28,2026,Brionna Jones,ATL,MIN,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,0,last_good_canonical,401856940.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-05-30,2026,Brionna Jones,ATL,POR,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,0,last_good_canonical,401856948.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-06-02,2026,Brionna Jones,ATL,CON,H,,,,,,,,,,,,,,,,brionna jones,1,last_good_canonical,,,,,,,brionna jones,no_projection_for_player_team_date
2026-06-04,2026,Brionna Jones,ATL,IND,A,,,,,,,,,,,,,,,,brionna jones,0,last_good_canonical,,,,,,,brionna jones,no_projection_for_player_team_date
2026-06-06,2026,Brionna Jones,ATL,WAS,H,,,,,,,,,,,,,,,,brionna jones,1,last_good_canonical,,,,,,,brionna jones,no_projection_for_player_team_date
2026-06-28,2026,Brionna Jones,ATL,SEA,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brionna jones,0,last_good_canonical,401857029.0,3058895.0,F,0.0,0.0,espn,brionna jones,no_projection_for_player_team_date
2026-05-14,2026,Brittney Griner,CON,LVA,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brittney griner,1,last_good_canonical,401856905.0,2490553.0,C,0.0,0.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-15,2026,Brittney Griner,CON,LVA,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brittney griner,1,last_good_canonical,401856910.0,2490553.0,C,0.0,0.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-19,2026,Brittney Griner,CON,POR,A,27.0,16.0,5.0,4.0,0.0,0.0,2.0,2.0,12.0,6.0,7.0,4.0,3.0,2.0,,brittney griner,0,last_good_canonical,401856919.0,2490553.0,C,1.0,1.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-21,2026,Brittney Griner,CON,SEA,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brittney griner,0,last_good_canonical,401856923.0,2490553.0,C,0.0,0.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-23,2026,Brittney Griner,CON,SEA,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brittney griner,0,last_good_canonical,401856929.0,2490553.0,C,0.0,0.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-28,2026,Brittney Griner,CON,POR,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brittney griner,0,last_good_canonical,401856941.0,2490553.0,C,0.0,0.0,espn,brittney griner,no_projection_for_player_team_date
2026-05-20,2026,Brittney Sykes,TOR,PHX,A,35.0,31.0,7.0,6.0,4.0,0.0,0.0,0.0,19.0,10.0,8.0,7.0,2.0,5.0,,brittney sykes,0,last_good_canonical,401856920.0,2988756.0,G,1.0,1.0,espn,brittney sykes,no_projection_for_player_team_date
2026-05-22,2026,Brittney Sykes,TOR,MIN,A,20.0,6.0,3.0,4.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,,brittney sykes,0,last_good_canonical,401856925.0,2988756.0,G,1.0,1.0,espn,brittney sykes,no_projection_for_player_team_date
2026-05-28,2026,Brittney Sykes,TOR,CHI,A,35.0,20.0,6.0,2.0,1.0,0.0,1.0,0.0,14.0,6.0,8.0,7.0,1.0,5.0,,brittney sykes,0,last_good_canonical,401856939.0,2988756.0,G,1.0,1.0,espn,brittney sykes,no_projection_for_player_team_date
2026-05-14,2026,Caitlin Clark,IND,LAS,A,31.0,24.0,4.0,9.0,1.0,2.0,1.0,6.0,17.0,9.0,5.0,5.0,0.0,4.0,,caitlin clark,0,last_good_canonical,401856907.0,4433403.0,G,1.0,1.0,espn,caitlin clark,no_projection_for_player_team_date
2026-05-20,2026,Caitlin Clark,IND,POR,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,caitlin clark,1,last_good_canonical,401856921.0,4433403.0,G,0.0,0.0,espn,caitlin clark,no_projection_for_player_team_date
2026-05-29,2026,Caitlin Clark,IND,GSV,A,29.0,16.0,4.0,6.0,2.0,3.0,1.0,5.0,12.0,3.0,8.0,8.0,0.0,4.0,,caitlin clark,0,last_good_canonical,401856944.0,4433403.0,G,1.0,1.0,espn,caitlin clark,no_projection_for_player_team_date
2026-05-31,2026,Caitlin Clark,IND,POR,A,22.0,6.0,2.0,6.0,0.0,1.0,0.0,1.0,7.0,1.0,5.0,4.0,1.0,1.0,,caitlin clark,0,last_good_canonical,401856951.0,4433403.0,G,1.0,1.0,espn,caitlin clark,no_projection_for_player_team_date
2026-06-07,2026,Caitlin Clark,IND,NYL,A,34.0,10.0,7.0,9.0,2.0,0.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,7.0,,caitlin clark,0,last_good_canonical,401856969.0,4433403.0,G,1.0,1.0,espn,caitlin clark,no_projection_for_player_team_date
2026-06-23,2026,Caitlin Clark,IND,PHX,H,29.0,24.0,3.0,9.0,3.0,0.0,0.0,3.0,17.0,8.0,6.0,5.0,0.0,3.0,,caitlin clark,1,last_good_canonical,401857014.0,4433403.0,G,1.0,1.0,espn,caitlin clark,no_projection_for_player_team_date
2026-06-28,2026,Caitlin Clark,IND,LAS,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,caitlin clark,1,last_good_canonical,401857028.0,4433403.0,G,0.0,0.0,espn,caitlin clark,no_projection_for_player_team_date
2025-07-05,2025,Cameron Brink,LAS,IND,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cameron brink,0,last_good_canonical,401736225.0,4433404.0,F,0.0,0.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-10,2026,Cameron Brink,LAS,LVA,A,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,,cameron brink,0,last_good_canonical,401856898.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-14,2026,Cameron Brink,LAS,IND,A,19.0,11.0,5.0,1.0,0.0,1.0,3.0,3.0,6.0,4.0,4.0,3.0,1.0,4.0,,cameron brink,0,last_good_canonical,401856907.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-22,2026,Cameron Brink,LAS,PHX,A,19.0,12.0,5.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,6.0,5.0,1.0,4.0,,cameron brink,0,last_good_canonical,401856926.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-24,2026,Cameron Brink,LAS,LVA,A,24.0,16.0,8.0,0.0,2.0,1.0,1.0,6.0,11.0,7.0,1.0,0.0,4.0,4.0,,cameron brink,0,last_good_canonical,401856932.0,4433404.0,F,1.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-30,2026,Cameron Brink,LAS,CON,A,18.0,2.0,4.0,3.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,4.0,,cameron brink,0,last_good_canonical,401856950.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-03,2026,Cameron Brink,LAS,LVA,A,25.0,9.0,8.0,3.0,1.0,0.0,2.0,1.0,10.0,3.0,2.0,2.0,1.0,7.0,,cameron brink,0,last_good_canonical,401856958.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-06,2026,Cameron Brink,LAS,DAL,A,15.0,10.0,5.0,0.0,1.0,0.0,1.0,3.0,7.0,3.0,4.0,3.0,1.0,4.0,,cameron brink,0,last_good_canonical,401856964.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-11,2026,Cameron Brink,LAS,SEA,A,18.0,15.0,6.0,1.0,2.0,0.0,2.0,1.0,7.0,5.0,3.0,3.0,4.0,2.0,,cameron brink,0,last_good_canonical,401856979.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-14,2026,Cameron Brink,LAS,PHX,A,22.0,9.0,9.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,3.0,3.0,4.0,5.0,,cameron brink,0,last_good_canonical,401856989.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-16,2026,Cameron Brink,LAS,GSV,A,15.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,5.0,2.0,0.0,2.0,,cameron brink,0,last_good_canonical,401856994.0,4433404.0,F,0.0,1.0,espn,cameron brink,no_projection_for_player_team_date
2026-06-28,2026,Cameron Brink,LAS,IND,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cameron brink,0,last_good_canonical,401857028.0,4433404.0,F,0.0,0.0,espn,cameron brink,no_projection_for_player_team_date
2026-05-10,2026,Carla Leite,POR,CHI,H,29.0,18.0,3.0,3.0,1.0,0.0,0.0,1.0,11.0,3.0,12.0,11.0,1.0,2.0,,carla leite,1,last_good_canonical,401856895.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-05-13,2026,Carla Leite,POR,NYL,H,26.0,21.0,4.0,6.0,0.0,1.0,0.0,2.0,14.0,8.0,5.0,5.0,1.0,3.0,,carla leite,1,last_good_canonical,401856903.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-05-28,2026,Carla Leite,POR,CON,H,23.0,20.0,0.0,3.0,2.0,1.0,0.0,4.0,10.0,4.0,10.0,10.0,0.0,0.0,,carla leite,1,last_good_canonical,401856941.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-05-31,2026,Carla Leite,POR,IND,H,27.0,18.0,1.0,12.0,0.0,0.0,0.0,4.0,12.0,6.0,6.0,6.0,0.0,1.0,,carla leite,1,last_good_canonical,401856951.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-03,2026,Carla Leite,POR,GSV,A,24.0,10.0,1.0,7.0,0.0,0.0,0.0,4.0,6.0,2.0,6.0,6.0,0.0,1.0,,carla leite,0,last_good_canonical,401856957.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-06,2026,Carla Leite,POR,PHX,H,24.0,7.0,2.0,4.0,1.0,1.0,0.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,,carla leite,1,last_good_canonical,401856965.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-12,2026,Carla Leite,POR,LVA,H,28.0,18.0,3.0,8.0,1.0,1.0,0.0,0.0,13.0,8.0,2.0,1.0,0.0,3.0,,carla leite,1,last_good_canonical,401856983.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-14,2026,Carla Leite,POR,DAL,H,27.0,10.0,5.0,8.0,2.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,2.0,3.0,,carla leite,1,last_good_canonical,401856988.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-16,2026,Carla Leite,POR,MIN,A,19.0,10.0,2.0,3.0,1.0,1.0,0.0,4.0,8.0,3.0,4.0,3.0,0.0,2.0,,carla leite,0,last_good_canonical,401856993.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-18,2026,Carla Leite,POR,SEA,H,29.0,20.0,4.0,10.0,1.0,1.0,0.0,1.0,11.0,5.0,10.0,9.0,2.0,2.0,,carla leite,1,last_good_canonical,401857001.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-06-25,2026,Carla Leite,POR,CHI,A,28.0,10.0,1.0,6.0,1.0,0.0,0.0,1.0,8.0,1.0,8.0,7.0,1.0,0.0,,carla leite,0,last_good_canonical,401857019.0,5208982.0,G,1.0,1.0,espn,carla leite,no_projection_for_player_team_date
2026-05-08,2026,Cassandre Prosper,WAS,TOR,A,19.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,,cassandre prosper,0,last_good_canonical,401856891.0,5122345.0,G,1.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-10,2026,Cassandre Prosper,WAS,NYL,A,28.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,3.0,0.0,,cassandre prosper,0,last_good_canonical,401856897.0,5122345.0,G,1.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-15,2026,Cassandre Prosper,WAS,IND,A,25.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,4.0,,cassandre prosper,0,last_good_canonical,401856911.0,5122345.0,G,0.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-19,2026,Cassandre Prosper,WAS,DAL,A,25.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,,cassandre prosper,0,last_good_canonical,401856918.0,5122345.0,G,0.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-24,2026,Cassandre Prosper,WAS,SEA,A,22.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,,cassandre prosper,0,last_good_canonical,401856935.0,5122345.0,G,0.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-28,2026,Cassandre Prosper,WAS,SEA,A,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,,cassandre prosper,0,last_good_canonical,401856942.0,5122345.0,G,0.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-05-29,2026,Cassandre Prosper,WAS,LAS,A,6.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,cassandre prosper,0,last_good_canonical,401856946.0,5122345.0,G,0.0,1.0,espn,cassandre prosper,no_projection_for_player_team_date
2026-06-02,2026,Cassandre Prosper,WAS,CHI,H,20.0,7.0,5.0,0.0,1.0,2.0,0.0,2.0,7.0,3.0,1.0,0.0,3.0,2.0,-3.0,cassandre prosper,1,last_good_canonical,,,,,,,cassandre prosper,no_projection_for_player_team_date
2026-06-06,2026,Cassandre Prosper,WAS,ATL,A,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-12.0,cassandre prosper,0,last_good_canonical,,,,,,,cassandre prosper,no_projection_for_player_team_date
2026-05-09,2026,Cecilia Zandalasini,GSV,SEA,A,7.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,2.0,,cecilia zandalasini,0,last_good_canonical,401856892.0,4257500.0,F,0.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-05-22,2026,Cecilia Zandalasini,GSV,IND,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cecilia zandalasini,0,last_good_canonical,401856928.0,4257500.0,F,0.0,0.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-05-29,2026,Cecilia Zandalasini,GSV,IND,A,14.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,,cecilia zandalasini,0,last_good_canonical,401856944.0,4257500.0,F,0.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-05-31,2026,Cecilia Zandalasini,GSV,LVA,A,21.0,9.0,4.0,1.0,2.0,0.0,0.0,4.0,7.0,3.0,2.0,1.0,2.0,2.0,,cecilia zandalasini,0,last_good_canonical,401856952.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-03,2026,Cecilia Zandalasini,GSV,POR,A,23.0,9.0,1.0,3.0,1.0,4.0,0.0,2.0,7.0,2.0,5.0,4.0,0.0,1.0,,cecilia zandalasini,0,last_good_canonical,401856957.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-10,2026,Cecilia Zandalasini,GSV,PHX,A,17.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,cecilia zandalasini,0,last_good_canonical,401856977.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-13,2026,Cecilia Zandalasini,GSV,SEA,A,13.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,,cecilia zandalasini,0,last_good_canonical,401856985.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-16,2026,Cecilia Zandalasini,GSV,LAS,A,18.0,10.0,3.0,3.0,0.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,3.0,,cecilia zandalasini,0,last_good_canonical,401856994.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-18,2026,Cecilia Zandalasini,GSV,DAL,A,9.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,,cecilia zandalasini,0,last_good_canonical,401856998.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-20,2026,Cecilia Zandalasini,GSV,MIN,A,27.0,23.0,4.0,2.0,4.0,0.0,0.0,2.0,15.0,7.0,5.0,5.0,1.0,3.0,,cecilia zandalasini,0,last_good_canonical,401857005.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-25,2026,Cecilia Zandalasini,GSV,ATL,A,21.0,14.0,1.0,3.0,4.0,0.0,0.0,1.0,9.0,4.0,2.0,2.0,0.0,1.0,,cecilia zandalasini,0,last_good_canonical,401857020.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-06-27,2026,Cecilia Zandalasini,GSV,ATL,A,18.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,,cecilia zandalasini,0,last_good_canonical,401857026.0,4257500.0,F,1.0,1.0,espn,cecilia zandalasini,no_projection_for_player_team_date
2026-05-10,2026,Chance Gray,LAS,LVA,A,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,chance gray,0,last_good_canonical,401856898.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-05-14,2026,Chance Gray,LAS,IND,A,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,,chance gray,0,last_good_canonical,401856907.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-05-17,2026,Chance Gray,LAS,TOR,A,10.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,,chance gray,0,last_good_canonical,401856917.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-05-22,2026,Chance Gray,LAS,PHX,A,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,chance gray,0,last_good_canonical,401856926.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-05-24,2026,Chance Gray,LAS,LVA,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,chance gray,0,last_good_canonical,401856932.0,5105729.0,G,0.0,0.0,espn,chance gray,no_projection_for_player_team_date
2026-05-29,2026,Chance Gray,LAS,WAS,A,13.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,,chance gray,0,last_good_canonical,401856946.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-05-30,2026,Chance Gray,LAS,CON,A,13.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,,chance gray,0,last_good_canonical,401856950.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-06-02,2026,Chance Gray,LAS,LVA,H,21.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,-5.0,chance gray,1,last_good_canonical,,,,,,,chance gray,no_projection_for_player_team_date
2026-06-03,2026,Chance Gray,LAS,LVA,A,21.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,,chance gray,0,last_good_canonical,401856958.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
2026-06-06,2026,Chance Gray,LAS,DAL,A,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,chance gray,0,last_good_canonical,401856964.0,5105729.0,G,0.0,1.0,espn,chance gray,no_projection_for_player_team_date
