bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,actual_value,bet_result,confidence_score,line_delta,bet_quality_score,date,player,matchup,raw_stat,bet,projection,abs_edge,stddev,model_confidence,bet_confidence,confidence_label,result,actual,empty_state_reason,candidate_count,qualified_count,won_flag,lost_flag,result_binary,baseline_confidence_bucket,minutes_bucket,line_bucket,starter_proxy,confidence_label_norm,minutes_abs_error,player_stat_support,shadow_hit_rate
2026-05-30,Erica Wheeler,LAS,CON,pa,17.5,under,prizepicks,,0.9571,0.4570999999999999,10.9738823162027,10.640724234051085,6.895440488763169,15.358998484814313,24.383281110992986,medium,19.0,loss,2.0,-6.526117683797301,68.39511611712707,2026-05-30,Erica Wheeler,LAS vs CON,pa,UNDER PA,10.9738823162027,6.526117683797301,3.4084841908874988,MEDIUM,45.71,Medium,,,,,,0,1,0.0,90+,24-30,16-22,bench_proxy,medium,5.620000000000001,3,0.64
2026-05-30,Carla Leite,POR,IND,points,15.5,under,prizepicks,,0.9519,0.4518999999999999,6.1451765989716,5.10808384473178,1.0986753670564902,12.452858922993297,14.089608485967844,low,18.0,loss,1.0,-9.3548234010284,68.26501165560744,2026-05-30,Carla Leite,POR vs IND,points,UNDER PTS,6.1451765989716,9.3548234010284,4.764139227477978,LOW,45.19,Low,,,,,,0,1,0.0,90+,10-18,12-16,bench_proxy,low,12.91,2,0.62
2026-05-30,Brittney Sykes,TOR,SEA,points,19.5,under,prizepicks,,0.979,0.479,14.411078293023802,14.290692971945576,11.4434582519935,17.564324714465563,25.3721272003714,low,15.0,win,1.0,-5.088921706976198,67.72508552298734,2026-05-30,Brittney Sykes,TOR vs SEA,points,UNDER PTS,14.411078293023802,5.088921706976198,2.382543371383575,LOW,47.9,Low,,,,,,1,0,1.0,90+,24-30,16-20,starter_proxy,low,3.629999999999999,7,0.62
2026-05-30,Brittney Sykes,TOR,SEA,pa,23.5,under,prizepicks,,0.9686,0.4686,18.18066752900581,18.04653045890037,14.738272745214267,21.76966055309422,25.3721272003714,low,17.0,win,1.0,-5.319332470994194,66.65549628700533,2026-05-30,Brittney Sykes,TOR vs SEA,pa,UNDER PA,18.18066752900581,5.319332470994194,2.7509262491661937,LOW,46.86,Low,,,,,,1,0,1.0,90+,24-30,22-28,starter_proxy,low,3.629999999999999,7,0.62
2026-05-30,Bridget Carleton,POR,IND,points,14.5,under,prizepicks,,0.9515,0.4515,8.183548107860197,7.833582427260531,4.032850910760772,12.83136711097623,25.08913154830287,low,14.0,win,1.0,-6.316451892139803,65.50662583858889,2026-05-30,Bridget Carleton,POR vs IND,points,UNDER PTS,8.183548107860197,6.316451892139803,3.474281581143486,LOW,45.15,Low,,,,,,1,0,1.0,90+,24-30,12-16,starter_proxy,low,6.91,10,0.62
2026-05-30,Erica Wheeler,LAS,CON,points,11.5,under,prizepicks,,0.9133,0.4133,6.869951608690148,6.50790493271807,3.014062029532837,11.129786294820308,24.383281110992986,medium,13.0,loss,2.0,-4.630048391309852,61.02404682463963,2026-05-30,Erica Wheeler,LAS vs CON,points,UNDER PTS,6.869951608690148,4.630048391309852,3.2434109702321714,MEDIUM,41.33,Medium,,,,,,0,1,0.0,90+,24-30,8-12,bench_proxy,medium,5.620000000000001,1,0.64
2026-05-30,Bridget Carleton,POR,IND,pr,17.5,under,prizepicks,,0.919,0.419,11.860472602614536,11.523376897814414,7.230142547715388,16.872120086664456,25.08913154830287,low,16.0,win,1.0,-5.639527397385464,60.76720134383456,2026-05-30,Bridget Carleton,POR vs IND,pr,UNDER PR,11.860472602614536,5.639527397385464,3.784435617805917,LOW,41.900000000000006,Low,,,,,,1,0,1.0,90+,24-30,16-22,starter_proxy,low,6.91,6,0.62
2026-05-30,Nyara Sabally,TOR,SEA,points,9.5,under,prizepicks,,0.913,0.413,4.328854340948424,3.497968575598162,0.6398130517340714,9.014194025439066,17.535536908637503,low,8.0,win,1.0,-5.171145659051576,59.32221176631071,2026-05-30,Nyara Sabally,TOR vs SEA,points,UNDER PTS,4.328854340948424,5.171145659051576,3.5691451546096773,LOW,41.3,Low,,,,,,1,0,1.0,90+,10-18,8-12,bench_proxy,low,8.46,2,0.62
2026-05-30,Nyara Sabally,TOR,SEA,pr,14.5,under,prizepicks,,0.8886,0.3885999999999999,8.594663416427672,7.771365285408095,3.4102092893617835,14.93631554382752,17.535536908637503,low,12.0,win,1.0,-5.905336583572328,57.00640269083144,2026-05-30,Nyara Sabally,TOR vs SEA,pr,UNDER PR,8.594663416427672,5.905336583572328,4.666735988552853,LOW,38.85999999999999,Low,,,,,,1,0,1.0,80-90,10-18,12-16,bench_proxy,low,8.46,4,0.62
2026-05-30,Jade Melbourne,SEA,TOR,pa,12.5,under,prizepicks,,0.8787,0.3787,8.576922595027655,8.216358323886725,4.731742624537623,12.94639902682275,17.651280877425766,medium,12.0,win,2.0,-3.9230774049723447,55.790115831295125,2026-05-30,Jade Melbourne,SEA vs TOR,pa,UNDER PA,8.576922595027655,3.9230774049723447,3.258443314600175,MEDIUM,37.870000000000005,Medium,,,,,,1,0,1.0,80-90,10-18,12-16,bench_proxy,medium,9.35,5,0.64
2026-05-30,Flau'jae Johnson,SEA,TOR,pr,19.5,over,prizepicks,,0.846,0.346,23.80780080506604,23.59703827712603,18.533725914045093,29.374950321424112,32.276261951783894,medium,10.0,loss,2.0,4.307800805066034,52.52608866361955,2026-05-30,Flau'jae Johnson,SEA vs TOR,pr,OVER PR,23.80780080506604,4.307800805066034,4.209527788597128,MEDIUM,34.599999999999994,Medium,,,,,,0,1,0.0,80-90,30-35,16-22,starter_proxy,medium,8.280000000000001,10,0.68
2026-05-30,Caitlin Clark,IND,POR,pr,26.5,over,prizepicks,,0.8454,0.3454,30.48417150087368,30.35296747005593,25.53391607529669,35.62445135931027,34.081203554954804,medium,8.0,loss,2.0,3.984171500873682,52.18160760752234,2026-05-30,Caitlin Clark,IND vs POR,pr,OVER PR,30.48417150087368,3.984171500873682,3.945828833005221,MEDIUM,34.540000000000006,Medium,,,,,,0,1,0.0,80-90,30-35,22-28,starter_proxy,medium,12.079999999999998,11,0.68
2026-05-30,Jade Melbourne,SEA,TOR,points,8.5,under,prizepicks,,0.853,0.353,5.656628575309845,5.275268476234999,2.3820864290813124,9.378263288688188,17.651280877425766,medium,8.0,win,2.0,-2.843371424690156,51.49790985101293,2026-05-30,Jade Melbourne,SEA vs TOR,points,UNDER PTS,5.656628575309845,2.843371424690156,2.797197952672909,MEDIUM,35.3,Medium,,,,,,1,0,1.0,80-90,10-18,8-12,bench_proxy,medium,9.35,5,0.64
2026-05-30,Brittney Griner,CON,LAS,pr,18.5,under,prizepicks,,0.7739,0.2739,15.5341384546343,15.213339077925207,10.403919274794386,20.98290353261645,17.891551237148928,low,11.0,win,1.0,-2.9658615453657,39.74010808248017,2026-05-30,Brittney Griner,CON vs LAS,pr,UNDER PR,15.5341384546343,2.9658615453657,4.196150897183591,LOW,27.390000000000004,Low,,,,,,1,0,1.0,70-80,10-18,16-22,bench_proxy,low,2.890000000000001,5,0.62
