DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-12,Walter Clayton,MEM,MEM @ HOU,PTS,Points,UNDER PTS,24.5,7.47,-17.03,17.03,4.54,0.8009,HIGH,30.09,High,PENDING,
2026-04-12,Brandon Miller,CHA,CHA @ NYK,PTS,Points,UNDER PTS,29.5,15.67,-13.83,13.83,3.5,0.8009,HIGH,30.09,High,WIN,19.0
2026-04-12,Quenton Jackson,IND,IND vs. DET,PTS,Points,UNDER PTS,19.5,8.81,-10.69,10.69,2.22,0.8009,HIGH,30.09,High,LOSS,21.0
2026-04-12,Collin Gillespie,PHX,PHX @ OKC,PTS,Points,UNDER PTS,15.5,5.34,-10.16,10.16,3.76,0.7994,HIGH,29.94,High,PENDING,
2026-04-12,Julian Reese,WAS,WAS @ CLE,PTS,Points,UNDER PTS,19.5,9.23,-10.27,10.27,3.93,0.799,HIGH,29.9,High,PENDING,
2026-04-12,Ousmane Dieng,MIL,MIL @ PHI,PTS,Points,UNDER PTS,18.5,11.08,-7.42,7.42,2.93,0.7985,HIGH,29.85,High,WIN,11.0
2026-04-12,Jarace Walker,IND,IND vs. DET,PTS,Points,UNDER PTS,17.5,6.47,-11.03,11.03,4.52,0.7978,HIGH,29.78,High,PENDING,
