DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-23,Onyeka Okongwu,ATL,ATL vs. NYK,PTS,Points,UNDER PTS,19.5,10.21,-9.29,9.29,5.91,0.7767,HIGH,27.67,High,PENDING,
2026-04-23,Ayo Dosunmu,MIN,MIN vs. DEN,PTS,Points,OVER PTS,11.5,17.09,5.59,5.59,5.95,0.5884,MEDIUM,8.84,Medium,PENDING,
2026-04-23,Mouhamed Gueye,ATL,ATL vs. NYK,PTS,Points,OVER PTS,1.5,3.78,2.28,2.28,2.61,0.5808,MEDIUM,8.08,Medium,PENDING,
2026-04-23,Mitchell Robinson,NYK,NYK @ ATL,PTS,Points,OVER PTS,4.5,9.42,4.92,4.92,5.69,0.5797,LOW,7.97,Low,PENDING,
2026-04-23,Jordan Clarkson,NYK,NYK @ ATL,PTS,Points,OVER PTS,3.5,6.74,3.24,3.24,3.91,0.5753,LOW,7.53,Low,PENDING,
2026-04-23,Keon Ellis,CLE,CLE @ TOR,PTS,Points,OVER PTS,3.5,8.82,5.32,5.32,6.74,0.5704,LOW,7.04,Low,PENDING,
2026-04-23,Sandro Mamukelashvili,TOR,TOR vs. CLE,PTS,Points,OVER PTS,8.5,11.82,3.32,3.32,4.88,0.5558,LOW,5.58,Low,PENDING,
