DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-19,Jalen Williams,OKC,OKC vs. PHX,PTS,Points,UNDER PTS,17.5,9.23,-8.27,8.27,3.61,0.7967,HIGH,29.67,High,PENDING,
2026-04-19,Keldon Johnson,SAS,SAS vs. POR,PTS,Points,OVER PTS,10.5,19.38,8.88,8.88,5.93,0.6301,MEDIUM,13.01,Medium,PENDING,
2026-04-19,Isaiah Joe,OKC,OKC vs. PHX,PTS,Points,OVER PTS,5.5,16.4,10.9,10.9,8.06,0.6208,MEDIUM,12.08,Medium,PENDING,
2026-04-19,Payton Pritchard,BOS,BOS vs. PHI,PTS,Points,OVER PTS,14.0,21.2,7.2,7.2,6.13,0.6067,MEDIUM,10.67,Medium,PENDING,
2026-04-19,Harrison Barnes,SAS,SAS vs. POR,PTS,Points,OVER PTS,4.5,10.17,5.67,5.67,5.18,0.5992,MEDIUM,9.92,Medium,PENDING,
2026-04-19,Goga Bitadze,ORL,ORL @ DET,PTS,Points,OVER PTS,2.5,7.48,4.98,4.98,4.84,0.5926,MEDIUM,9.26,Medium,PENDING,
2026-04-19,Dylan Harper,SAS,SAS vs. POR,PTS,Points,OVER PTS,8.5,13.93,5.43,5.43,5.43,0.5896,MEDIUM,8.96,Medium,PENDING,
