DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-15,Kristaps Porziņģis,GSW,GSW @ LAC,PTS,Points,UNDER PTS,18.5,7.78,-10.72,10.72,4.1,0.7995,HIGH,29.95,High,PENDING,
2026-04-15,Jordan Miller,LAC,LAC vs. GSW,PTS,Points,OVER PTS,8.5,15.19,6.69,6.69,6.03,0.6007,MEDIUM,10.07,Medium,PENDING,
2026-04-15,Brandin Podziemski,GSW,GSW @ LAC,PTS,Points,OVER PTS,13.5,17.45,3.95,3.95,7.96,0.533,LOW,3.3,Low,PENDING,
2026-04-15,Bennedict Mathurin,LAC,LAC vs. GSW,PTS,Points,OVER PTS,11.0,14.82,3.82,3.82,8.72,0.5231,LOW,2.31,Low,PENDING,
2026-04-15,Andre Drummond,PHI,PHI vs. ORL,PTS,Points,OVER PTS,6.5,7.76,1.26,1.26,4.42,0.4961,LOW,0.74,Low,PENDING,
2026-04-15,John Collins,LAC,LAC vs. GSW,PTS,Points,OVER PTS,11.5,13.32,1.82,1.82,8.93,0.4812,LOW,0.79,Low,PENDING,
2026-04-15,Gui Santos,GSW,GSW @ LAC,PTS,Points,OVER PTS,11.0,12.41,1.41,1.41,7.52,0.4782,LOW,0.8,Low,PENDING,
