DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-18,Jalen Johnson,ATL,ATL @ NYK,PTS,Points,UNDER PTS,21.5,14.96,-6.54,6.54,6.11,0.7409,HIGH,24.09,High,PENDING,
2026-04-18,Mitchell Robinson,NYK,NYK vs. ATL,PTS,Points,OVER PTS,2.5,9.94,7.44,7.44,5.74,0.6167,MEDIUM,11.67,Medium,PENDING,
2026-04-18,Bruce Brown,DEN,DEN vs. MIN,PTS,Points,OVER PTS,5.5,11.13,5.63,5.63,5.08,0.6006,MEDIUM,10.06,Medium,PENDING,
2026-04-18,Tari Eason,HOU,HOU @ LAL,PTS,Points,OVER PTS,4.5,12.48,7.98,7.98,8.38,0.5898,MEDIUM,8.98,Medium,PENDING,
2026-04-18,Jaxson Hayes,LAL,LAL vs. HOU,PTS,Points,OVER PTS,4.5,11.94,7.44,7.44,7.44,0.5896,MEDIUM,8.96,Medium,PENDING,
2026-04-18,Ayo Dosunmu,MIN,MIN @ DEN,PTS,Points,OVER PTS,10.5,15.59,5.09,5.09,5.75,0.5821,MEDIUM,8.21,Medium,PENDING,
2026-04-18,Gabe Vincent,ATL,ATL @ NYK,PTS,Points,OVER PTS,2.5,5.15,2.65,2.65,3.83,0.5574,LOW,5.74,Low,PENDING,
