DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-10,LeBron James,LAL,LAL @ GSW,PTS,Points,UNDER PTS,25.5,15.62,-9.88,9.88,4.08,0.8059,HIGH,30.59,High,LOSS,28.0
2026-04-10,Draymond Green,GSW,GSW vs. LAL,PTS,Points,OVER PTS,9.0,9.21,0.21,0.21,2.82,0.4611,LOW,0.84,Low,LOSS,7.0
2026-04-10,De'Anthony Melton,GSW,GSW vs. LAL,AST,Assists,OVER AST,1.5,3.62,2.12,2.12,0.97,0.8049,HIGH,30.49,High,WIN,3.0
2026-04-10,Deandre Ayton,LAL,LAL @ GSW,AST,Assists,OVER AST,0.5,1.09,0.59,0.59,0.52,0.731,HIGH,23.1,High,LOSS,0.0
2026-04-10,De'Anthony Melton,GSW,GSW vs. LAL,REB,Rebounds,OVER REB,2.5,4.06,1.56,1.56,1.63,0.7043,HIGH,20.43,High,WIN,4.0
2026-04-10,Brandin Podziemski,GSW,GSW vs. LAL,AST,Assists,OVER AST,2.5,3.32,0.82,0.82,1.03,0.6751,HIGH,17.51,High,LOSS,1.0
2026-04-10,Draymond Green,GSW,GSW vs. LAL,REB,Rebounds,OVER REB,4.5,5.2,0.7,0.7,1.47,0.5904,MEDIUM,9.04,Medium,LOSS,4.0
