DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-14,Deni Avdija,POR,POR @ PHX,PTS,Points,UNDER PTS,24.5,14.19,-10.31,10.31,3.5,0.8007,HIGH,30.07,High,PENDING,
2026-04-14,Devin Booker,PHX,PHX vs. POR,PTS,Points,UNDER PTS,27.0,18.43,-8.57,8.57,4.12,0.7934,HIGH,29.34,High,PENDING,
2026-04-14,Bam Adebayo,MIA,MIA @ CHA,PTS,Points,UNDER PTS,20.5,13.27,-7.23,7.23,4.38,0.7804,HIGH,28.04,High,PENDING,
2026-04-14,Tyler Herro,MIA,MIA @ CHA,PTS,Points,UNDER PTS,21.5,13.02,-8.48,8.48,5.16,0.7801,HIGH,28.01,High,PENDING,
2026-04-14,Ryan Kalkbrenner,CHA,CHA vs. MIA,PTS,Points,OVER PTS,3.5,5.91,2.41,2.41,1.75,0.6225,MEDIUM,12.25,Medium,PENDING,
2026-04-14,Grant Williams,CHA,CHA vs. MIA,PTS,Points,OVER PTS,5.5,7.65,2.15,2.15,1.97,0.5989,MEDIUM,9.89,Medium,PENDING,
2026-04-14,Kel'el Ware,MIA,MIA @ CHA,PTS,Points,OVER PTS,6.0,9.91,3.91,3.91,4.59,0.5782,LOW,7.82,Low,PENDING,
