DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-05,Derrick White,BOS,BOS vs. TOR,PTS,Points,UNDER PTS,15.5,9.11,-6.39,6.39,2.29,0.8097,HIGH,30.97,High,WIN,10.0
2026-04-05,LeBron James,LAL,LAL @ DAL,PTS,Points,UNDER PTS,25.5,17.06,-8.44,8.44,3.59,0.8067,HIGH,30.67,High,LOSS,30.0
2026-04-05,Kristaps Porziņģis,GSW,GSW vs. HOU,PTS,Points,UNDER PTS,17.5,10.92,-6.58,6.58,2.89,0.8058,HIGH,30.58,High,WIN,9.0
2026-04-05,Brandon Ingram,TOR,TOR @ BOS,PTS,Points,UNDER PTS,20.5,13.34,-7.16,7.16,3.54,0.8013,HIGH,30.13,High,WIN,15.0
2026-04-05,Josh Giddey,CHI,CHI vs. PHX,PTS,Points,UNDER PTS,16.5,8.12,-8.38,8.38,5.27,0.7861,HIGH,28.61,High,PENDING,
2026-04-05,Gary Payton,GSW,GSW vs. HOU,PTS,Points,OVER PTS,7.5,12.34,4.84,4.84,3.19,0.6298,MEDIUM,12.98,Medium,PENDING,
2026-04-05,Alex Caruso,OKC,OKC vs. UTA,PTS,Points,OVER PTS,5.0,7.59,2.59,2.59,2.18,0.6061,MEDIUM,10.61,Medium,LOSS,5.0
