DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-20,Immanuel Quickley,TOR,TOR @ CLE,PTS,Points,UNDER PTS,13.5,5.43,-8.07,8.07,5.25,0.775,HIGH,27.5,High,PENDING,
2026-04-20,Sandro Mamukelashvili,TOR,TOR @ CLE,PTS,Points,OVER PTS,5.5,10.97,5.47,5.47,4.84,0.6026,MEDIUM,10.26,Medium,PENDING,
2026-04-20,Gabe Vincent,ATL,ATL @ NYK,PTS,Points,OVER PTS,1.5,5.25,3.75,3.75,3.79,0.5884,MEDIUM,8.84,Medium,PENDING,
2026-04-20,Mitchell Robinson,NYK,NYK vs. ATL,PTS,Points,OVER PTS,4.5,9.84,5.34,5.34,5.71,0.5879,MEDIUM,8.79,Medium,PENDING,
2026-04-20,Keon Ellis,CLE,CLE vs. TOR,PTS,Points,OVER PTS,3.5,9.57,6.07,6.07,6.83,0.5826,MEDIUM,8.26,Medium,PENDING,
2026-04-20,Dennis Schröder,CLE,CLE vs. TOR,PTS,Points,OVER PTS,3.5,8.51,5.01,5.01,6.09,0.5746,LOW,7.46,Low,PENDING,
2026-04-20,Miles McBride,NYK,NYK vs. ATL,PTS,Points,OVER PTS,3.5,8.29,4.79,4.79,6.58,0.5623,LOW,6.23,Low,PENDING,
