DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL
2026-04-03,Gabe Vincent,ATL,ATL @ BKN,PTS,Points,UNDER PTS,9.5,3.62,-5.88,5.88,3.05,0.7784,HIGH,27.84,High,WIN,3.0
2026-04-03,Ziaire Williams,BKN,BKN vs. ATL,PTS,Points,OVER PTS,11.0,16.79,5.79,5.79,6.4,0.639,MEDIUM,13.9,Medium,LOSS,8.0
2026-04-03,Brice Sensabaugh,UTA,UTA @ HOU,PTS,Points,OVER PTS,20.5,29.77,9.27,9.27,10.43,0.6369,MEDIUM,13.69,Medium,LOSS,20.0
2026-04-03,DeMar DeRozan,SAC,SAC vs. NOP,PTS,Points,OVER PTS,19.5,30.25,10.75,10.75,12.28,0.6351,MEDIUM,13.51,Medium,LOSS,14.0
2026-04-03,VJ Edgecombe,PHI,PHI vs. MIN,PTS,Points,OVER PTS,14.5,22.42,7.92,7.92,9.97,0.6238,MEDIUM,12.38,Medium,LOSS,8.0
2026-04-03,Maxime Raynaud,SAC,SAC vs. NOP,PTS,Points,OVER PTS,13.5,19.35,5.85,5.85,7.36,0.6238,MEDIUM,12.38,Medium,WIN,28.0
2026-04-03,Precious Achiuwa,SAC,SAC vs. NOP,PTS,Points,OVER PTS,14.5,20.91,6.41,6.41,8.32,0.6203,MEDIUM,12.03,Medium,LOSS,12.0
