DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-05-21,Marine Johannes,NYL,NYL vs GSV,PRA,pra,UNDER PRA,22.5,8.129751509030742,-14.370248490969258,14.370248490969258,4.3996695337724505,0.9923,LOW,49.23,Low,,,2026-05-21,Marine Johannes,NYL,GSV,pra,22.5,under,prizepicks,,0.9923,0.49229999999999996,8.129751509030742,7.376255787747436,3.2737620174228863,14.083437494194524,14.796042708140517,low,1,-14.370248490969258,,,78.35162977221347
2026-05-21,Alyssa Thomas,PHX,PHX vs LAS,PRA,pra,UNDER PRA,34.5,23.18597077754276,-11.31402922245724,11.31402922245724,4.332057006128772,0.9923,LOW,49.23,Low,,,2026-05-21,Alyssa Thomas,PHX,LAS,pra,34.5,under,prizepicks,,0.9923,0.49229999999999996,23.18597077754276,22.996666247879936,17.77599386463428,28.87496795413999,31.007664832361783,low,1,-11.31402922245724,,,75.78175916742808
2026-05-21,Alyssa Thomas,PHX,PHX vs LAS,PR,pr,UNDER PR,25.5,15.490840174693885,-10.009159825306115,10.009159825306115,3.454413001216899,0.9949,LOW,49.49,Low,,,2026-05-21,Alyssa Thomas,PHX,LAS,pr,25.5,under,prizepicks,,0.9949,0.4949,15.490840174693885,15.29123773338168,11.14783761009356,20.046589685401603,31.007664832361783,low,1,-10.009159825306115,,,74.80188977027697
2026-05-21,Brittney Sykes,TOR,TOR vs MIN,PRA,pra,UNDER PRA,29.5,21.496737242779947,-8.003262757220053,8.003262757220053,2.946268909364353,0.994,MEDIUM,49.4,Medium,,,2026-05-21,Brittney Sykes,TOR,MIN,pra,29.5,under,prizepicks,,0.994,0.494,21.496737242779947,21.36711582302698,17.794949559740818,25.31418802493976,26.01101566971471,medium,2,-8.003262757220053,,,74.5335932273115
2026-05-21,DeWanna Bonner,PHX,PHX vs LAS,PR,pr,UNDER PR,18.5,9.605918987243456,-8.894081012756544,8.894081012756544,3.5545443033660526,0.9843,MEDIUM,48.42999999999999,Medium,,,2026-05-21,DeWanna Bonner,PHX,LAS,pr,18.5,under,prizepicks,,0.9843,0.48429999999999995,9.605918987243456,9.207006089879044,5.333696229078565,14.332271462167803,24.35047349826014,medium,2,-8.894081012756544,,,74.16209521770435
2026-05-21,Brittney Sykes,TOR,TOR vs MIN,PA,pa,UNDER PA,25.0,17.754081401246584,-7.245918598753416,7.245918598753416,2.6678116029287127,0.9934,MEDIUM,49.339999999999996,Medium,,,2026-05-21,Brittney Sykes,TOR,MIN,pa,25.0,under,prizepicks,,0.9934,0.49339999999999995,17.754081401246584,17.619223773336596,14.44680379919785,21.234794806667043,26.01101566971471,medium,2,-7.245918598753416,,,73.70124906884486
2026-05-21,DeWanna Bonner,PHX,PHX vs LAS,PRA,pra,UNDER PRA,19.5,10.746811541355838,-8.753188458644162,8.753188458644162,3.651074055608112,0.9817,MEDIUM,48.17,Medium,,,2026-05-21,DeWanna Bonner,PHX,LAS,pra,19.5,under,prizepicks,,0.9817,0.4817,10.746811541355838,10.32900243747723,6.383509665595475,15.592662940426488,24.35047349826014,medium,2,-8.753188458644162,,,73.69620266359198
2026-05-21,Gabby Williams,GSV,GSV vs NYL,PR,pr,UNDER PR,19.5,12.011618660522709,-7.488381339477291,7.488381339477291,3.3207170715699257,0.9779,MEDIUM,47.79,Medium,,,2026-05-21,Gabby Williams,GSV,NYL,pr,19.5,under,prizepicks,,0.9779,0.4779,12.011618660522709,11.732276692897337,7.947548872823981,16.399661137077526,29.035967794761863,medium,2,-7.488381339477291,,,72.09696037332014
2026-05-21,Gabby Williams,GSV,GSV vs NYL,PRA,pra,UNDER PRA,22.5,14.868708513349288,-7.631291486650712,7.631291486650712,3.6253591411301462,0.9729,MEDIUM,47.29,Medium,,,2026-05-21,Gabby Williams,GSV,NYL,pra,22.5,under,prizepicks,,0.9729,0.4729,14.868708513349288,14.630481551422957,10.44875112678137,19.638664069753144,29.035967794761863,medium,2,-7.631291486650712,,,71.61487052049357
2026-05-21,Marine Johannes,NYL,NYL vs GSV,PTS,points,UNDER PTS,14.5,5.13682728583999,-9.36317271416001,9.36317271416001,3.836947208604403,0.9722,LOW,47.22,Low,,,2026-05-21,Marine Johannes,NYL,GSV,points,14.5,under,prizepicks,,0.9722,0.47219999999999995,5.13682728583999,4.330313794297829,1.0459516248343046,10.234571878102225,14.796042708140517,low,1,-9.36317271416001,,,70.83205399540422
2026-05-21,Natasha Howard,MIN,MIN vs TOR,PRA,pra,UNDER PRA,26.5,17.274505678734997,-9.225494321265003,9.225494321265003,4.494413783572819,0.9696,LOW,46.96,Low,,,2026-05-21,Natasha Howard,MIN,TOR,pra,26.5,under,prizepicks,,0.9696,0.4696,17.274505678734997,16.96104242921712,11.834043928609455,23.191685924641632,24.25663072142992,low,1,-9.225494321265003,,,70.6531932429079
2026-05-21,Breanna Stewart,NYL,NYL vs GSV,PR,pr,UNDER PR,28.5,19.174475227146463,-9.325524772853534,9.325524772853534,6.058682113023834,0.9251,MEDIUM,42.510000000000005,Medium,,,2026-05-21,Breanna Stewart,NYL,GSV,pr,28.5,under,prizepicks,,0.9251,0.42510000000000003,19.174475227146463,18.650413219723283,11.754222516363932,27.16308616608973,27.580857534414957,medium,2,-9.325524772853534,,,67.29045049888599
2026-05-21,Natasha Howard,MIN,MIN vs TOR,PR,pr,UNDER PR,23.0,15.17692306162332,-7.82307693837668,7.82307693837668,4.298157995172518,0.9539,LOW,45.39,Low,,,2026-05-21,Natasha Howard,MIN,TOR,pr,23.0,under,prizepicks,,0.9539,0.45389999999999997,15.17692306162332,14.846110083512883,9.98896636158378,20.869452088455574,24.25663072142992,low,1,-7.82307693837668,,,67.28827586001958
2026-05-21,Kahleah Copper,PHX,PHX vs LAS,PTS,points,UNDER PTS,19.5,11.061216729848876,-8.438783270151124,8.438783270151124,5.179248030702315,0.9323,LOW,43.230000000000004,Low,,,2026-05-21,Kahleah Copper,PHX,LAS,points,19.5,under,prizepicks,,0.9323,0.4323,11.061216729848876,10.45432973845246,4.973288487976454,17.907518641488025,25.502467936309003,low,1,-8.438783270151124,,,65.2413573082404
2026-05-21,Olivia Miles,MIN,MIN vs TOR,AST,assists,UNDER AST,6.0,3.936774478611019,-2.063225521388981,2.063225521388981,1.2212550907114144,0.9458,MEDIUM,44.58,Medium,,,2026-05-21,Olivia Miles,MIN,TOR,assists,6.0,under,prizepicks,,0.9458,0.4458,3.936774478611019,3.842020890051093,2.4555492420296403,5.556642585362207,33.04758408961079,medium,2,-2.063225521388981,,,62.7796530440773
2026-05-21,Cameron Brink,LAS,LAS vs PHX,PTS,points,UNDER PTS,7.0,3.187847437279619,-3.812152562720381,3.812152562720381,2.314452246915014,0.9357,MEDIUM,43.57,Medium,,,2026-05-21,Cameron Brink,LAS,PHX,points,7.0,under,prizepicks,,0.9357,0.4357,3.187847437279619,2.7492550511785696,0.698535664640842,6.152088657027617,12.50593029754589,medium,2,-3.812152562720381,,,62.64983047164675
2026-05-21,Natasha Mack,PHX,PHX vs LAS,PR,pr,UNDER PR,17.5,11.415266614455454,-6.084733385544546,6.084733385544546,4.26776504445607,0.9134,LOW,41.339999999999996,Low,,,2026-05-21,Natasha Mack,PHX,LAS,pr,17.5,under,prizepicks,,0.9134,0.4134,11.415266614455454,10.967983919105553,6.340818093760431,17.183315327608707,17.89423169652033,low,1,-6.084733385544546,,,60.29656033644015
2026-05-21,Olivia Miles,MIN,MIN vs TOR,RA,ra,UNDER RA,11.0,8.419880563765103,-2.580119436234897,2.580119436234897,1.827814345785239,0.9154,MEDIUM,41.54,Medium,,,2026-05-21,Olivia Miles,MIN,TOR,ra,11.0,under,prizepicks,,0.9154,0.4154,8.419880563765103,8.298809889677027,6.16223999670386,10.797427702510374,33.04758408961079,medium,2,-2.580119436234897,,,59.49654695892322
2026-05-21,Marina Mabrey,TOR,TOR vs MIN,PTS,points,UNDER PTS,19.5,14.925644100117706,-4.574355899882294,4.574355899882294,5.059532922988638,0.829,MEDIUM,32.9,Medium,,,2026-05-21,Marina Mabrey,TOR,MIN,points,19.5,under,prizepicks,,0.829,0.32899999999999996,14.925644100117706,14.490346651992478,8.754296719110473,21.61654310179934,30.209850815725723,medium,2,-4.574355899882294,,,50.605651424354065
2026-05-21,Rae Burrell,LAS,LAS vs PHX,PTS,points,OVER PTS,7.5,11.189414053523535,3.689414053523537,3.689414053523537,4.320834450093534,0.7993,MEDIUM,29.93,Medium,,,2026-05-21,Rae Burrell,LAS,PHX,points,7.5,over,prizepicks,,0.7993,0.2993,11.189414053523535,10.735914901874882,6.001411454061664,16.883025600299675,19.93777642683694,medium,2,3.689414053523537,,,45.700047346328645
2026-05-21,Jonquel Jones,NYL,NYL vs GSV,REB,rebounds,UNDER REB,8.0,6.199640889204046,-1.800359110795954,1.800359110795954,2.220469872697404,0.8036,MEDIUM,30.36,Medium,,,2026-05-21,Jonquel Jones,NYL,GSV,rebounds,8.0,under,prizepicks,,0.8036,0.3036,6.199640889204046,6.007160293510953,3.520131699153833,9.097860945372076,24.15054163989727,medium,2,-1.800359110795954,,,44.47487535999287
2026-05-21,Kelsey Plum,LAS,LAS vs PHX,AST,assists,UNDER AST,5.5,4.7559187243957854,-0.7440812756042146,0.7440812756042146,0.9494029374420944,0.7871,MEDIUM,28.71,Medium,,,2026-05-21,Kelsey Plum,LAS,PHX,assists,5.5,under,prizepicks,,0.7871,0.2871,4.7559187243957854,4.702771726207631,3.5730091507824158,6.01634020296112,31.78074345004732,medium,2,-0.7440812756042146,,,41.58500357910564
2026-05-21,Kelsey Plum,LAS,LAS vs PHX,PA,pa,UNDER PA,26.5,24.573207057469325,-1.926792942530675,1.926792942530675,2.679965097534117,0.7722,MEDIUM,27.22,Medium,,,2026-05-21,Kelsey Plum,LAS,PHX,pa,26.5,under,prizepicks,,0.7722,0.2722,24.573207057469325,24.479226150230744,21.23057721055723,28.04009485074646,31.78074345004732,medium,2,-1.926792942530675,,,40.90521524603209
2026-05-21,Courtney Williams,MIN,MIN vs TOR,AST,assists,OVER AST,4.0,6.022185180495658,2.022185180495658,2.022185180495658,2.4991283804476825,0.7851,LOW,28.51,Low,,,2026-05-21,Courtney Williams,MIN,TOR,assists,4.0,over,prizepicks,,0.7851,0.2851,6.022185180495658,5.750564979332004,3.0703507341719973,9.33713568661786,27.265846256484057,low,1,2.022185180495658,,,40.47766056819019
2026-05-21,Dearica Hamby,LAS,LAS vs PHX,PA,pa,OVER PA,18.5,21.945488069976356,3.445488069976353,3.445488069976353,4.763210440332926,0.755,MEDIUM,25.5,Medium,,,2026-05-21,Dearica Hamby,LAS,PHX,pa,18.5,over,prizepicks,,0.755,0.255,21.945488069976356,21.655194897320197,16.122395245691745,28.2908904924253,28.878936034900093,medium,2,3.445488069976353,,,40.18685615102335
