DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-05-13,NaLyssa Smith,LVA,LVA vs CON,PRA,pra,OVER PRA,15.5,24.063499111314776,8.563499111314776,8.563499111314776,3.2369353395102265,0.998,MEDIUM,49.8,Medium,,,2026-05-13,NaLyssa Smith,LVA,CON,pra,15.5,over,prizepicks,,0.998,0.498,24.063499111314776,23.966138677259984,20.03552558806412,28.2459003812684,26.526120690644845,medium,2,8.563499111314776,,,75.60928273203413
2026-05-13,NaLyssa Smith,LVA,LVA vs CON,PR,pr,OVER PR,14.5,21.86384219476881,7.363842194768814,7.363842194768814,3.052709730617352,0.9958,MEDIUM,49.58,Medium,,,2026-05-13,NaLyssa Smith,LVA,CON,pr,14.5,over,prizepicks,,0.9958,0.4958,21.86384219476881,21.717722396222104,18.037209308540124,25.77905904172083,26.526120690644845,medium,2,7.363842194768814,,,74.13462581548816
2026-05-13,Gabby Williams,GSV,GSV vs CHI,PRA,pra,UNDER PRA,23.0,15.058097618850534,-7.941902381149466,7.941902381149466,3.6770234971079607,0.9771,MEDIUM,47.709999999999994,Medium,,,2026-05-13,Gabby Williams,GSV,CHI,pra,23.0,under,prizepicks,,0.9771,0.47709999999999997,15.058097618850534,14.816688203165068,10.523426426485385,19.886879153927183,28.487852590475583,medium,2,-7.941902381149466,,,72.43403795886371
2026-05-13,Chelsea Gray,LVA,LVA vs CON,PTS,points,OVER PTS,12.0,16.740065110162234,4.740065110162234,4.740065110162234,2.112553707443315,0.9912,MEDIUM,49.12,Medium,,,2026-05-13,Chelsea Gray,LVA,CON,points,12.0,over,prizepicks,,0.9912,0.49119999999999997,16.740065110162234,16.632210854737377,14.102451462925147,19.50467997010569,29.805223117345616,medium,2,4.740065110162234,,,71.03422180368261
2026-05-13,Rickea Jackson,CHI,CHI vs GSV,PRA,pra,UNDER PRA,22.5,15.023439512975685,-7.476560487024317,7.476560487024317,4.059293298545533,0.9589,MEDIUM,45.89,Medium,,,2026-05-13,Rickea Jackson,CHI,GSV,pra,22.5,under,prizepicks,,0.9589,0.4589,15.023439512975685,14.732017826039073,10.075230238193218,20.349620362220243,29.88456431356295,medium,2,-7.476560487024317,,,69.7355974164312
2026-05-13,Gabby Williams,GSV,GSV vs CHI,PA,pa,UNDER PA,18.0,11.626244703805511,-6.3737552961944886,6.3737552961944886,3.3025436049312136,0.9635,MEDIUM,46.35,Medium,,,2026-05-13,Gabby Williams,GSV,CHI,pa,18.0,under,prizepicks,,0.9635,0.4635,11.626244703805511,11.393629395070324,7.555459815838939,15.948128831661188,28.487852590475583,medium,2,-6.3737552961944886,,,69.16589087390875
2026-05-13,Chelsea Gray,LVA,LVA vs CON,PA,pa,OVER PA,18.5,23.191619038893027,4.691619038893027,4.691619038893027,2.547860205522817,0.9741,MEDIUM,47.41,Medium,,,2026-05-13,Chelsea Gray,LVA,CON,pa,18.5,over,prizepicks,,0.9741,0.47409999999999997,23.191619038893027,23.082036189702528,19.99578934471332,26.471260550455376,29.805223117345616,medium,2,4.691619038893027,,,68.84827573241338
2026-05-13,Rickea Jackson,CHI,CHI vs GSV,PR,pr,UNDER PR,20.5,14.130684699225,-6.369315300775,6.369315300775,4.003965238635278,0.9361,MEDIUM,43.61000000000001,Medium,,,2026-05-13,Rickea Jackson,CHI,GSV,pr,20.5,under,prizepicks,,0.9361,0.43610000000000004,14.130684699225,13.83909070381241,9.218385493710924,19.349765238811518,29.88456431356295,medium,2,-6.369315300775,,,65.7783522301819
2026-05-13,Dominique Malonga,SEA,SEA vs TOR,PR,pr,UNDER PR,25.5,16.43451564765549,-9.065484352344509,9.065484352344509,5.769523645379391,0.9296,LOW,42.96,Low,,,2026-05-13,Dominique Malonga,SEA,TOR,pr,25.5,under,prizepicks,,0.9296,0.4296,16.43451564765549,15.855252020462256,9.51058225626646,24.078220836663537,16.365593059594683,low,1,-9.065484352344509,,,65.25645214413235
2026-05-13,Caitlin Clark,IND,IND vs LAS,PR,pr,OVER PR,24.5,29.998596873384383,5.498596873384383,5.498596873384383,3.989924404946297,0.9231,MEDIUM,42.31,Medium,,,2026-05-13,Caitlin Clark,IND,LAS,pr,24.5,over,prizepicks,,0.9231,0.42310000000000003,29.998596873384383,29.87480187828784,25.051686936163087,35.216997073659364,33.66360413994434,medium,2,5.498596873384383,,,63.39600499758272
2026-05-13,Flau'jae Johnson,SEA,SEA vs TOR,PRA,pra,OVER PRA,20.5,26.031648903774776,5.5316489037747765,5.5316489037747765,4.30902477912903,0.9068,MEDIUM,40.68000000000001,Medium,,,2026-05-13,Flau'jae Johnson,SEA,TOR,pra,20.5,over,prizepicks,,0.9068,0.40680000000000005,26.031648903774776,25.851086017802132,20.632353846364406,31.70309830051037,32.08314664142935,medium,2,5.5316489037747765,,,61.34414330301766
2026-05-13,Flau'jae Johnson,SEA,SEA vs TOR,PR,pr,OVER PR,18.5,23.780970927928067,5.280970927928067,5.280970927928067,4.131008398525413,0.9055,MEDIUM,40.55,Medium,,,2026-05-13,Flau'jae Johnson,SEA,TOR,pr,18.5,over,prizepicks,,0.9055,0.40549999999999997,23.780970927928067,23.586861415971395,18.62482716047896,29.204982409844497,32.08314664142935,medium,2,5.280970927928067,,,60.930965327170945
2026-05-13,Chennedy Carter,LVA,LVA vs CON,PTS,points,OVER PTS,12.0,19.445106049963098,7.445106049963098,7.445106049963098,6.457342128264307,0.8875,MEDIUM,38.74999999999999,Medium,,,2026-05-13,Chennedy Carter,LVA,CON,points,12.0,over,prizepicks,,0.8875,0.38749999999999996,19.445106049963098,18.947466559257848,11.69888238908524,27.845010856284823,27.81040249053651,medium,2,7.445106049963098,,,60.71691812467918
2026-05-13,Dominique Malonga,SEA,SEA vs TOR,PRA,pra,UNDER PRA,25.5,17.689517846004204,-7.810482153995796,7.810482153995796,5.889211183149456,0.8991,LOW,39.910000000000004,Low,,,2026-05-13,Dominique Malonga,SEA,TOR,pra,25.5,under,prizepicks,,0.8991,0.3991,17.689517846004204,17.132131407776285,10.597256339407934,25.526010022557845,16.365593059594683,low,1,-7.810482153995796,,,60.188949945783634
2026-05-13,Marina Mabrey,TOR,TOR vs SEA,STL,steals,OVER STL,0.5,1.268197517179364,0.768197517179364,0.768197517179364,0.5772811062176189,0.9344,MEDIUM,43.44,Medium,,,2026-05-13,Marina Mabrey,TOR,SEA,steals,0.5,over,prizepicks,,0.9344,0.4344,1.268197517179364,1.1973704742548266,0.5876783476376217,2.026902625329904,29.50284737136379,medium,2,0.768197517179364,,,59.95328293832028
2026-05-13,Caitlin Clark,IND,IND vs LAS,PTS,points,OVER PTS,19.5,24.19786538276568,4.697865382765677,4.697865382765677,3.843768368320498,0.8967,MEDIUM,39.67,Medium,,,2026-05-13,Caitlin Clark,IND,LAS,points,19.5,over,prizepicks,,0.8967,0.39670000000000005,24.19786538276568,24.023429846186573,19.43300233161536,29.18539441060718,33.66360413994434,medium,2,4.697865382765677,,,59.295273506964016
2026-05-13,Saniya Rivers,CON,CON vs LVA,PTS,points,OVER PTS,9.0,13.5260175500538,4.526017550053799,4.526017550053799,3.7705371848598026,0.8962,MEDIUM,39.62,Medium,,,2026-05-13,Saniya Rivers,CON,LVA,points,9.0,over,prizepicks,,0.8962,0.3962,13.5260175500538,13.251907986674675,8.9373621498879,18.487638026887343,25.056115020206757,medium,2,4.526017550053799,,,58.80270100066
2026-05-13,Jade Melbourne,SEA,SEA vs TOR,PTS,points,UNDER PTS,9.0,5.35795032245291,-3.6420496775470896,3.6420496775470896,2.731862036737946,0.9003,MEDIUM,40.03,Medium,,,2026-05-13,Jade Melbourne,SEA,TOR,points,9.0,under,prizepicks,,0.9003,0.4003,5.35795032245291,4.985178612750923,2.175309567686084,8.981460959653626,17.858939524778243,medium,2,-3.6420496775470896,,,58.215317863290444
2026-05-13,Nyara Sabally,TOR,TOR vs SEA,PRA,pra,UNDER PRA,15.5,9.173740736953464,-6.326259263046536,6.326259263046536,4.805388001868173,0.8942,LOW,39.42,Low,,,2026-05-13,Nyara Sabally,TOR,SEA,pra,15.5,under,prizepicks,,0.8942,0.3942,9.173740736953464,8.37547924107005,3.728982322103641,15.708003253884002,15.76077319256857,low,1,-6.326259263046536,,,58.074082458823604
2026-05-13,Saniya Rivers,CON,CON vs LVA,PR,pr,OVER PR,12.5,17.17542686179316,4.675426861793159,4.675426861793159,4.0319550832245135,0.8843,MEDIUM,38.43,Medium,,,2026-05-13,Saniya Rivers,CON,LVA,pr,12.5,over,prizepicks,,0.8843,0.3843,17.17542686179316,16.923071460340893,12.209101429119498,22.450940864491518,25.056115020206757,medium,2,4.675426861793159,,,57.46461031239936
2026-05-13,Kelsey Mitchell,IND,IND vs LAS,STL,steals,OVER STL,0.5,1.0033253752742943,0.5033253752742943,0.5033253752742943,0.3887071348224997,0.9147,MEDIUM,41.47,Medium,,,2026-05-13,Kelsey Mitchell,IND,LAS,steals,0.5,over,prizepicks,,0.9147,0.41469999999999996,1.0033253752742943,0.966282206076574,0.5313897544852664,1.5211452961663958,31.213722906321024,medium,2,0.5033253752742943,,,57.277237062463925
2026-05-13,Kelsey Plum,LAS,LAS vs IND,AST,assists,UNDER AST,6.0,4.852511521488755,-1.147488478511245,1.147488478511245,0.9560740051127536,0.8858,MEDIUM,38.580000000000005,Medium,,,2026-05-13,Kelsey Plum,LAS,IND,assists,6.0,under,prizepicks,,0.8858,0.38580000000000003,4.852511521488755,4.819122527321711,3.657065710838909,6.086314779036706,31.363015756389117,medium,2,-1.147488478511245,,,54.31337895120292
