DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-05-08,Georgia Amoore,WAS,WAS vs TOR,PRA,pra,OVER PRA,16.5,29.85375705360108,13.35375705360108,13.35375705360108,6.29035979282089,0.9917,LOW,49.17,Low,,,2026-05-08,Georgia Amoore,WAS,TOR,pra,16.5,over,prizepicks,,0.9917,0.4917,29.85375705360108,29.534533632037817,21.96829909769404,38.13352862073396,36.71073697721505,low,1,13.35375705360108,,,77.91757916291755
2026-05-08,Georgia Amoore,WAS,WAS vs TOR,PA,pa,OVER PA,14.0,27.05591164654072,13.055911646540718,13.055911646540718,6.204793164986186,0.9918,LOW,49.18,Low,,,2026-05-08,Georgia Amoore,WAS,TOR,pa,14.0,over,prizepicks,,0.9918,0.4918,27.05591164654072,26.748127168093475,19.334205216352263,35.29782425358976,36.71073697721505,low,1,13.055911646540718,,,77.63223375585717
2026-05-08,Lauren Betts,WAS,WAS vs TOR,PRA,pra,OVER PRA,18.5,31.16723684788621,12.667236847886212,12.667236847886212,6.676736419388863,0.9836,LOW,48.36,Low,,,2026-05-08,Lauren Betts,WAS,TOR,pra,18.5,over,prizepicks,,0.9836,0.48360000000000003,31.16723684788621,30.79749065261291,22.9105346290963,39.83572269104145,30.65229773566768,low,1,12.667236847886212,,,76.03680577995624
2026-05-08,Lauren Betts,WAS,WAS vs TOR,PR,pr,OVER PR,16.5,28.016891204463352,11.516891204463352,11.516891204463352,6.286230319428951,0.9788,LOW,47.88,Low,,,2026-05-08,Lauren Betts,WAS,TOR,pr,16.5,over,prizepicks,,0.9788,0.4788,28.016891204463352,27.626896688055187,20.2953668010502,36.27829246645406,30.65229773566768,low,1,11.516891204463352,,,74.28646013653338
2026-05-08,Flau'jae Johnson,SEA,SEA vs GSV,PRA,pra,OVER PRA,16.5,25.64822162028183,9.14822162028183,9.14822162028183,4.404800935675723,0.9885,LOW,48.85,Low,,,2026-05-08,Flau'jae Johnson,SEA,GSV,pra,16.5,over,prizepicks,,0.9885,0.48850000000000005,25.64822162028183,25.4733976560556,20.14315892640682,31.418101001901867,31.49183713557044,low,1,9.14822162028183,,,73.15547673434894
2026-05-08,Marine Johannes,NYL,NYL vs CON,PRA,pra,UNDER PRA,15.5,7.38956538198704,-8.11043461801296,8.11043461801296,4.055575222392378,0.9583,LOW,45.830000000000005,Low,,,2026-05-08,Marine Johannes,NYL,CON,pra,15.5,under,prizepicks,,0.9583,0.45830000000000004,7.38956538198704,6.633067384468809,2.928486634049316,12.767333689753803,16.368961279450364,low,1,-8.11043461801296,,,67.88900345639648
2026-05-08,Jonquel Jones,NYL,NYL vs CON,PRA,pra,UNDER PRA,27.5,18.3947434471511,-9.1052565528489,9.1052565528489,5.9631565340725805,0.9233,MEDIUM,42.33,Medium,,,2026-05-08,Jonquel Jones,NYL,CON,pra,27.5,under,prizepicks,,0.9233,0.4233,18.3947434471511,17.81516896818151,11.336180337924093,26.26952487717757,25.29869889626321,medium,2,-9.1052565528489,,,66.77671751973679
2026-05-08,Flau'jae Johnson,SEA,SEA vs GSV,PTS,points,OVER PTS,11.5,17.22734873577758,5.7273487357775785,5.7273487357775785,3.4672362607999334,0.9625,LOW,46.25,Low,,,2026-05-08,Flau'jae Johnson,SEA,GSV,points,11.5,over,prizepicks,,0.9625,0.4625,17.22734873577758,17.066180539424003,12.939373529453905,21.70669159703835,31.49183713557044,low,1,5.7273487357775785,,,66.48460384984469
2026-05-08,Jonquel Jones,NYL,NYL vs CON,PR,pr,UNDER PR,24.5,16.422139669292065,-8.077860330707935,8.077860330707935,5.804661065924573,0.911,MEDIUM,41.1,Medium,,,2026-05-08,Jonquel Jones,NYL,CON,pr,24.5,under,prizepicks,,0.911,0.41100000000000003,16.422139669292065,15.767752943978689,9.64434448902095,23.975683178522196,25.29869889626321,medium,2,-8.077860330707935,,,64.21182129759583
2026-05-08,Saniya Rivers,CON,CON vs NYL,PR,pr,OVER PR,12.0,17.61533388357441,5.615333883574412,5.615333883574412,4.057521513151291,0.9267,MEDIUM,42.669999999999995,Medium,,,2026-05-08,Saniya Rivers,CON,NYL,pr,12.0,over,prizepicks,,0.9267,0.42669999999999997,17.61533388357441,17.395852966359804,12.600494633002455,22.87489264578382,26.311791215415862,medium,2,5.615333883574412,,,63.74218762003688
