DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-06-07,Emily Engstler,POR,POR vs LAS,PRA,pra,UNDER PRA,16.5,12.949956889764112,-3.5500431102358885,3.5500431102358885,3.964022975589311,0.7317055787200002,MEDIUM,23.170557872000018,Medium,,,2026-06-07,Emily Engstler,POR,LAS,pra,16.5,under,prizepicks,,0.7317055787200002,0.2317055787200002,12.949956889764112,12.633278013949592,8.16387357768853,18.295967622008703,25.632789707147595,medium,2,-3.5500431102358885,,,37.28222414145034
2026-06-07,Emily Engstler,POR,POR vs LAS,PR,pr,UNDER PR,14.5,11.624554284379371,-2.875445715620629,2.875445715620629,3.83482070884634,0.7308169359999999,MEDIUM,23.081693599999987,Medium,,,2026-06-07,Emily Engstler,POR,LAS,pr,14.5,under,prizepicks,,0.7308169359999999,0.23081693599999986,11.624554284379371,11.318473994790477,6.987515363340105,16.733325612394687,25.632789707147595,medium,2,-2.875445715620629,,,36.496546406835044
2026-06-07,Kelsey Plum,LAS,LAS vs POR,PRA,pra,OVER PRA,28.5,31.679622215166937,3.179622215166937,3.179622215166937,5.600030483773803,0.64766108,MEDIUM,14.766108,Medium,,,2026-06-07,Kelsey Plum,LAS,POR,pra,28.5,over,prizepicks,,0.64766108,0.14766108,31.679622215166937,31.41348785562122,24.68975710995583,39.041186700892574,35.67141938874725,medium,2,3.179622215166937,,,26.707399796829353
2026-06-07,Nneka Ogwumike,LAS,LAS vs POR,PTS,points,OVER PTS,14.5,16.072857069902543,1.5728570699025433,1.5728570699025433,2.976700109792375,0.6514599440000002,MEDIUM,15.145994400000017,Medium,,,2026-06-07,Nneka Ogwumike,LAS,POR,points,14.5,over,prizepicks,,0.6514599440000002,0.15145994400000018,16.072857069902543,15.952987385802368,12.329870405483357,19.8947465700122,29.75448120508947,medium,2,1.5728570699025433,,,25.39798450605525
2026-06-07,Nneka Ogwumike,LAS,LAS vs POR,PR,pr,OVER PR,22.0,23.81949249669548,1.8194924966954813,1.8194924966954813,3.6840420627754513,0.644988296,MEDIUM,14.498829599999997,Medium,,,2026-06-07,Nneka Ogwumike,LAS,POR,pr,22.0,over,prizepicks,,0.644988296,0.14498829599999996,23.81949249669548,23.68847175387376,19.13152239358592,28.653855113905816,29.75448120508947,medium,2,1.8194924966954813,,,24.83566393284816
2026-06-07,Kelsey Plum,LAS,LAS vs POR,PTS,points,OVER PTS,21.0,23.23469819966037,2.234698199660372,2.234698199660372,5.175851085768459,0.6209829200000001,MEDIUM,12.098292000000011,Medium,,,2026-06-07,Kelsey Plum,LAS,POR,points,21.0,over,prizepicks,,0.6209829200000001,0.1209829200000001,23.23469819966037,22.97834407684321,16.840263723006593,29.99316613035687,35.67141938874725,medium,2,2.234698199660372,,,22.427705781322803
2026-06-07,Erica Wheeler,LAS,LAS vs POR,PRA,pra,OVER PRA,15.5,19.38377885642212,3.883778856422122,3.883778856422122,5.148870148609148,0.62,LOW,12.0,Low,,,2026-06-07,Erica Wheeler,LAS,POR,pra,15.5,over,prizepicks,,0.62,0.12,19.38377885642212,18.997469225509175,13.154766958850136,26.21428460918481,27.83954701443463,low,1,3.883778856422122,,,21.71896526685516
2026-06-07,Skylar Diggins,CHI,CHI vs TOR,PTS,points,UNDER PTS,16.5,13.033803647575796,-3.466196352424204,3.466196352424204,4.98169349199964,0.62,LOW,12.0,Low,,,2026-06-07,Skylar Diggins,CHI,TOR,points,16.5,under,prizepicks,,0.62,0.12,13.033803647575796,12.596396808132692,7.003384534282299,19.58058231130397,29.69019925571728,low,1,-3.466196352424204,,,21.356902330095725
2026-06-07,Skylar Diggins,CHI,CHI vs TOR,PA,pa,UNDER PA,21.5,18.08936030002219,-3.4106396999778106,3.4106396999778106,5.449488655778562,0.62,LOW,12.0,Low,,,2026-06-07,Skylar Diggins,CHI,TOR,pa,21.5,under,prizepicks,,0.62,0.12,18.08936030002219,17.62464463192203,11.472583715601855,25.19956639356704,29.69019925571728,low,1,-3.4106396999778106,,,21.30134567764933
2026-06-07,Erica Wheeler,LAS,LAS vs POR,PR,pr,OVER PR,10.5,13.93511673150054,3.435116731500539,3.435116731500539,4.652760475332421,0.62,LOW,12.0,Low,,,2026-06-07,Erica Wheeler,LAS,POR,pr,10.5,over,prizepicks,,0.62,0.12,13.93511673150054,13.517206416201606,8.265175987935319,20.02806092615762,27.83954701443463,low,1,3.435116731500539,,,21.270303141933578
