DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-06-02,Georgia Amoore,WAS,WAS vs CHI,PA,pa,OVER PA,13.0,24.711474683924266,11.711474683924262,11.711474683924262,6.277833877367617,0.9823,MEDIUM,48.23,Medium,,,2026-06-02,Georgia Amoore,WAS,CHI,pa,13.0,over,prizepicks,,0.9823,0.48229999999999995,24.711474683924266,24.273755732208024,17.022662378217962,32.8433853478901,32.787210161592284,medium,2,11.711474683924262,,,76.98259098877203
2026-06-02,Georgia Amoore,WAS,WAS vs CHI,PRA,pra,OVER PRA,15.5,27.027985798947327,11.527985798947329,11.527985798947329,6.343952373867625,0.9797,MEDIUM,47.97,Medium,,,2026-06-02,Georgia Amoore,WAS,CHI,pra,15.5,over,prizepicks,,0.9797,0.4797,27.027985798947327,26.54681253883996,19.24604067423099,35.26134651123062,32.787210161592284,medium,2,11.527985798947329,,,76.47410210379509
2026-06-02,Emily Engstler,POR,POR vs GSV,PRA,pra,UNDER PRA,14.5,5.37510855940181,-9.12489144059819,9.12489144059819,2.336670710109845,0.9968,MEDIUM,49.68,Medium,,,2026-06-02,Emily Engstler,POR,GSV,pra,14.5,under,prizepicks,,0.9968,0.4968,5.37510855940181,5.061074409112223,2.696843064886352,8.4623160905627,13.77859995294993,medium,2,-9.12489144059819,,,75.63824943918668
2026-06-02,Carla Leite,POR,POR vs GSV,PRA,pra,UNDER PRA,21.0,9.006832500117302,-11.993167499882698,11.993167499882698,5.161314638938293,0.9703,MEDIUM,47.03000000000001,Medium,,,2026-06-02,Carla Leite,POR,GSV,pra,21.0,under,prizepicks,,0.9703,0.47030000000000005,9.006832500117302,7.975932219269022,3.463493208006013,15.796109888337943,14.861576922843527,medium,2,-11.993167499882698,,,75.22651480756801
2026-06-02,Emily Engstler,POR,POR vs GSV,PR,pr,UNDER PR,12.5,4.383717073647326,-8.116282926352675,8.116282926352675,2.147361926522699,0.996,MEDIUM,49.6,Medium,,,2026-06-02,Emily Engstler,POR,GSV,pr,12.5,under,prizepicks,,0.996,0.496,4.383717073647326,4.071499126901811,1.9442355496976669,7.207952558568422,13.77859995294993,medium,2,-8.116282926352675,,,74.52964092494116
2026-06-02,Megan Gustafson,POR,POR vs GSV,PR,pr,UNDER PR,14.0,4.287245459457725,-9.712754540542274,9.712754540542274,2.2888722477074768,0.998,LOW,49.8,Low,,,2026-06-02,Megan Gustafson,POR,GSV,pr,14.0,under,prizepicks,,0.998,0.498,4.287245459457725,3.899781685248992,1.7341642837810742,7.297048739460315,13.725454847339858,low,1,-9.712754540542274,,,74.37451818596247
2026-06-02,Megan Gustafson,POR,POR vs GSV,PRA,pra,UNDER PRA,14.0,4.494273905860988,-9.505726094139012,9.505726094139012,2.3111080619351503,0.9977,LOW,49.77,Low,,,2026-06-02,Megan Gustafson,POR,GSV,pra,14.0,under,prizepicks,,0.9977,0.49770000000000003,4.494273905860988,4.103991117336956,1.934119064996852,7.559077102804492,13.725454847339858,low,1,-9.505726094139012,,,74.1299897395592
2026-06-02,Carla Leite,POR,POR vs GSV,PA,pa,UNDER PA,19.0,7.897164671801161,-11.10283532819884,11.10283532819884,5.040386243690019,0.9644,MEDIUM,46.440000000000005,Medium,,,2026-06-02,Carla Leite,POR,GSV,pa,19.0,under,prizepicks,,0.9644,0.46440000000000003,7.897164671801161,6.858238238666681,2.551225568017141,14.6115770600062,14.861576922843527,medium,2,-11.10283532819884,,,73.59868263588415
2026-06-02,NaLyssa Smith,LVA,LVA vs LAS,PRA,pra,OVER PRA,17.5,24.60159803474064,7.101598034740636,7.101598034740636,3.272394421135297,0.9912,MEDIUM,49.12,Medium,,,2026-06-02,NaLyssa Smith,LVA,LAS,pra,17.5,over,prizepicks,,0.9912,0.49119999999999997,24.60159803474064,24.481286759830283,20.48425669145958,28.807474140980997,26.233784717242383,medium,2,7.101598034740636,,,73.2886115762579
2026-06-02,Chelsea Gray,LVA,LVA vs LAS,PTS,points,OVER PTS,11.0,16.915104150089185,5.915104150089185,5.915104150089185,2.1441629326563985,0.9992,MEDIUM,49.919999999999995,Medium,,,2026-06-02,Chelsea Gray,LVA,LAS,points,11.0,over,prizepicks,,0.9992,0.4992,16.915104150089185,16.809778735171186,14.250385938479369,19.70743639918444,30.115157224273887,medium,2,5.915104150089185,,,73.2185588668174
