DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-05-15,Alyssa Thomas,PHX,PHX vs CHI,PRA,pra,UNDER PRA,35.5,22.744763051457586,-12.755236948542418,12.755236948542418,4.315505225024988,0.9959,LOW,49.59,Low,,,2026-05-15,Alyssa Thomas,PHX,CHI,pra,35.5,under,prizepicks,,0.9959,0.4959,22.744763051457586,22.52511676014803,17.337777528433485,28.333594007608127,30.76084179796473,low,1,-12.755236948542418,,,77.66556220248137
2026-05-15,Alyssa Thomas,PHX,PHX vs CHI,PR,pr,UNDER PR,25.5,14.87664605312093,-10.62335394687907,10.62335394687907,3.4533227085339706,0.9965,LOW,49.650000000000006,Low,,,2026-05-15,Alyssa Thomas,PHX,CHI,pr,25.5,under,prizepicks,,0.9965,0.49650000000000005,14.87664605312093,14.655509250620067,10.599327251684366,19.409289566674737,30.76084179796473,low,1,-10.62335394687907,,,75.608679200818
2026-05-15,DeWanna Bonner,PHX,PHX vs CHI,PR,pr,UNDER PR,18.5,9.547092794428824,-8.952907205571176,8.952907205571176,3.503098701557388,0.9854,MEDIUM,48.540000000000006,Medium,,,2026-05-15,DeWanna Bonner,PHX,CHI,pr,18.5,under,prizepicks,,0.9854,0.48540000000000005,9.547092794428824,9.203429085185768,5.33499646061225,14.070422645575697,24.978829968817102,medium,2,-8.952907205571176,,,74.37727210463571
2026-05-15,NaLyssa Smith,LVA,LVA vs CON,PR,pr,OVER PR,14.5,21.732745225294625,7.232745225294625,7.232745225294625,3.1071937116895723,0.9958,MEDIUM,49.58,Medium,,,2026-05-15,NaLyssa Smith,LVA,CON,pr,14.5,over,prizepicks,,0.9958,0.4958,21.732745225294625,21.60355653359653,17.78071463296195,25.786978369629725,25.602647395656515,medium,2,7.232745225294625,,,73.97582464716432
2026-05-15,DeWanna Bonner,PHX,PHX vs CHI,PRA,pra,UNDER PRA,19.5,10.561560097207847,-8.938439902792151,8.938439902792151,3.6008202803473166,0.9823,MEDIUM,48.23,Medium,,,2026-05-15,DeWanna Bonner,PHX,CHI,pra,19.5,under,prizepicks,,0.9823,0.48229999999999995,10.561560097207847,10.21967284498862,6.250223924273812,15.245974280223258,24.978829968817102,medium,2,-8.938439902792151,,,73.97530480185667
2026-05-15,NaLyssa Smith,LVA,LVA vs CON,PRA,pra,OVER PRA,16.5,23.9123877125454,7.412387712545396,7.412387712545396,3.2863174021446104,0.9935,MEDIUM,49.35000000000001,Medium,,,2026-05-15,NaLyssa Smith,LVA,CON,pra,16.5,over,prizepicks,,0.9935,0.49350000000000005,23.9123877125454,23.76203911123948,19.792647141547818,28.175926883530472,25.602647395656515,medium,2,7.412387712545396,,,73.86796713441511
2026-05-15,Chelsea Gray,LVA,LVA vs CON,PA,pa,OVER PA,16.5,23.03819196580833,6.538191965808334,6.538191965808334,2.5112180218561977,0.9976,MEDIUM,49.760000000000005,Medium,,,2026-05-15,Chelsea Gray,LVA,CON,pa,16.5,over,prizepicks,,0.9976,0.49760000000000004,23.03819196580833,22.97283899460084,19.844470692126677,26.34890253650876,29.63433602475054,medium,2,6.538191965808334,,,73.62722204655086
2026-05-15,Chelsea Gray,LVA,LVA vs CON,PTS,points,OVER PTS,11.0,16.492347255501343,5.492347255501343,5.492347255501343,2.0833385563042075,0.9983,MEDIUM,49.83,Medium,,,2026-05-15,Chelsea Gray,LVA,CON,points,11.0,over,prizepicks,,0.9983,0.49829999999999997,16.492347255501343,16.438273841795652,13.82841712265063,19.18218271988716,29.63433602475054,medium,2,5.492347255501343,,,72.66887733624385
2026-05-15,Kahleah Copper,PHX,PHX vs CHI,PRA,pra,UNDER PRA,23.5,14.308754460129135,-9.191245539870865,9.191245539870865,5.32482687550167,0.9432,LOW,44.32000000000001,Low,,,2026-05-15,Kahleah Copper,PHX,CHI,pra,23.5,under,prizepicks,,0.9432,0.44320000000000004,14.308754460129135,13.71693699600201,7.985493094047287,21.42477614631532,25.992601057304093,low,1,-9.191245539870865,,,67.37102357159
2026-05-15,Rickea Jackson,CHI,CHI vs PHX,PR,pr,UNDER PR,21.5,13.890288017899469,-7.609711982100533,7.609711982100533,4.101549621760589,0.9541,LOW,45.41,Low,,,2026-05-15,Rickea Jackson,CHI,PHX,pr,21.5,under,prizepicks,,0.9541,0.45409999999999995,13.890288017899469,13.506812510804014,8.961684385346889,19.250525195644663,28.57214438896216,low,1,-7.609711982100533,,,67.2293763137694
2026-05-15,Rickea Jackson,CHI,CHI vs PHX,PRA,pra,UNDER PRA,22.5,14.865915769891709,-7.634084230108291,7.634084230108291,4.164044532198977,0.9524,LOW,45.24,Low,,,2026-05-15,Rickea Jackson,CHI,PHX,pra,22.5,under,prizepicks,,0.9524,0.4524,14.865915769891709,14.523160441163862,9.855363960263904,20.2713811747754,28.57214438896216,low,1,-7.634084230108291,,,67.04124856177715
