DATE,PLAYER,TEAM,MATCHUP,STAT,RAW_STAT,BET,LINE,PROJECTION,EDGE,ABS_EDGE,STDDEV,HIT_RATE,MODEL_CONFIDENCE,BET_CONFIDENCE,CONFIDENCE_LABEL,RESULT,ACTUAL,bet_date,player_name,team,opponent,stat,line,side,sportsbook,odds,hit_rate,edge,projection_mean,projection_median,floor,ceiling,projected_minutes,confidence,confidence_score,line_delta,actual_value,bet_result,bet_quality_score
2026-05-29,Alyssa Thomas,PHX,PHX vs NYL,PRA,pra,UNDER PRA,33.0,21.97421575771101,-11.025784242288989,11.025784242288989,4.339917900145856,0.9905,LOW,49.050000000000004,Low,,,2026-05-29,Alyssa Thomas,PHX,NYL,pra,33.0,under,prizepicks,,0.9905,0.49050000000000005,21.97421575771101,21.738150088462447,16.599319886242174,27.69893210691043,30.016458504965076,low,1,-11.025784242288989,,,75.23877799743795
2026-05-29,Cameron Brink,LAS,LAS vs WAS,PRA,pra,UNDER PRA,16.0,7.06955276051962,-8.93044723948038,8.93044723948038,2.932779927160655,0.9908,MEDIUM,49.08,Medium,,,2026-05-29,Cameron Brink,LAS,WAS,pra,16.0,under,prizepicks,,0.9908,0.4908,7.06955276051962,6.6768740553074615,3.707859981799305,10.888271544481997,12.818601808161564,medium,2,-8.93044723948038,,,74.66500529372522
2026-05-29,Carla Leite,POR,POR vs ATL,PA,pa,UNDER PA,20.5,7.846117214728147,-12.653882785271854,12.653882785271854,5.001575144077888,0.9764,LOW,47.64000000000001,Low,,,2026-05-29,Carla Leite,POR,ATL,pa,20.5,under,prizepicks,,0.9764,0.47640000000000005,7.846117214728147,6.799065506857904,2.5208494789867464,14.406613086801922,14.01375024666758,low,1,-12.653882785271854,,,74.62429529267189
2026-05-29,Alyssa Thomas,PHX,PHX vs NYL,PA,pa,UNDER PA,25.5,15.517671003925486,-9.982328996074514,9.982328996074514,3.67433847963635,0.9935,LOW,49.35000000000001,Low,,,2026-05-29,Alyssa Thomas,PHX,NYL,pa,25.5,under,prizepicks,,0.9935,0.49350000000000005,15.517671003925486,15.313482124157424,10.99017550156934,20.356353123981435,30.016458504965076,low,1,-9.982328996074514,,,74.57032275122349
2026-05-29,Carla Leite,POR,POR vs ATL,PRA,pra,UNDER PRA,21.5,8.909006568114798,-12.590993431885202,12.590993431885202,5.125551071422897,0.9736,LOW,47.36,Low,,,2026-05-29,Carla Leite,POR,ATL,pra,21.5,under,prizepicks,,0.9736,0.4736,8.909006568114798,7.893433970367994,3.445159432950721,15.640780097254522,14.01375024666758,low,1,-12.590993431885202,,,74.21140593928524
2026-05-29,Cameron Brink,LAS,LAS vs WAS,PR,pr,UNDER PR,14.5,6.5348574020422125,-7.9651425979577875,7.9651425979577875,2.8621322912658185,0.9858,MEDIUM,48.58,Medium,,,2026-05-29,Cameron Brink,LAS,WAS,pr,14.5,under,prizepicks,,0.9858,0.4858,6.5348574020422125,6.150478574867276,3.2717994101239465,10.29272218541977,12.818601808161564,medium,2,-7.9651425979577875,,,73.07470065220264
2026-05-29,Natasha Howard,MIN,MIN vs CHI,PRA,pra,UNDER PRA,27.0,16.894410761213567,-10.105589238786433,10.105589238786433,4.4361093167111525,0.9792,LOW,47.919999999999995,Low,,,2026-05-29,Natasha Howard,MIN,CHI,pra,27.0,under,prizepicks,,0.9792,0.47919999999999996,16.894410761213567,16.555261469413185,11.490432695109527,22.776262122653247,23.895906298699305,low,1,-10.105589238786433,,,72.7224664277474
2026-05-29,Kahleah Copper,PHX,PHX vs NYL,PRA,pra,UNDER PRA,24.5,13.563538295621017,-10.936461704378983,10.936461704378983,5.194452472053792,0.9676,LOW,46.760000000000005,Low,,,2026-05-29,Kahleah Copper,PHX,NYL,pra,24.5,under,prizepicks,,0.9676,0.4676,13.563538295621017,13.018947693109762,7.377746671714806,20.33417563333256,25.739366837263788,low,1,-10.936461704378983,,,72.1586427094969
2026-05-29,Megan Gustafson,POR,POR vs ATL,PTS,points,UNDER PTS,8.5,2.2646997456209723,-6.235300254379028,6.235300254379028,1.917754205898567,0.9893,MEDIUM,48.92999999999999,Medium,,,2026-05-29,Megan Gustafson,POR,ATL,points,8.5,under,prizepicks,,0.9893,0.48929999999999996,2.2646997456209723,1.8077214354668203,0.2832854364697157,4.823099774971036,11.996834934211588,medium,2,-6.235300254379028,,,71.75770530240537
2026-05-29,Marine Johannes,NYL,NYL vs PHX,PRA,pra,UNDER PRA,18.5,8.297561992680688,-10.202438007319312,10.202438007319312,4.455207713269612,0.9706,LOW,47.06,Low,,,2026-05-29,Marine Johannes,NYL,PHX,pra,18.5,under,prizepicks,,0.9706,0.4706,8.297561992680688,7.449701598953215,3.3921831958057163,14.216122263588028,14.368052097923798,low,1,-10.202438007319312,,,71.45847957025703
