PLAYER_NAME,PLAYER_TYPE,STAT,LINE,RAW_STAT_TYPE,RAW_DESCRIPTION,OPPONENT,BOARD_TIME,START_TIME,UPDATED_AT,SLATE_DATE,GAME_ID,GROUP_KEY,ODDS_TYPE,ADJUSTED_ODDS,FLASH_SALE_LINE_SCORE,IS_PROMO,IN_GAME,IS_LIVE,PROJECTION_TYPE,STATUS,PAYLOAD_RANK,LEAGUE,SELECTION_REASON,PLAYABLE_STANDARD,PLAYABILITY_REASON
Nolan Arenado,HITTER,K,0.5,Hitter Strikeouts,CWS,CWS,2026-04-20T21:04:37.904-04:00,2026-04-21T21:40:00.000-04:00,2026-04-20T21:31:53.258-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,309168-281-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5534,MLB,explicit_standard_odds_type,True,clean_standard
Sal Frelick,HITTER,K,0.5,Hitter Strikeouts,DET,DET,2026-04-20T16:20:54.726-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T22:52:33.602-04:00,2026-04-21,MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5,146602-281-MLB_game_tGDbCkIdd8gHi9kobfe0Pmh5-11-false,standard,,,False,False,False,Single Stat,pre_game,1537,MLB,explicit_standard_odds_type,True,clean_standard
Spencer Horwitz,HITTER,K,0.5,Hitter Strikeouts,TEX,TEX,2026-04-20T23:54:23.674-04:00,2026-04-21T20:05:00.000-04:00,2026-04-20T23:52:23.866-04:00,2026-04-21,MLB_game_QemEKAorzPz79NgTeCvEZ9pY,238927-281-MLB_game_QemEKAorzPz79NgTeCvEZ9pY-11-false,standard,,,False,False,False,Single Stat,pre_game,4013,MLB,explicit_standard_odds_type,True,clean_standard
Vinnie Pasquantino,HITTER,K,0.5,Hitter Strikeouts,BAL,BAL,2026-04-20T22:28:40.116-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T23:22:07.408-04:00,2026-04-21,MLB_game_SCoXb5SkdEch8ckECcXlfUW6,67795-281-MLB_game_SCoXb5SkdEch8ckECcXlfUW6-11-false,standard,,,False,False,False,Single Stat,pre_game,3655,MLB,explicit_standard_odds_type,True,clean_standard
Bobby Witt Jr.,HITTER,TB,1.5,Total Bases,BAL,BAL,2026-04-20T22:28:19.483-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:42:49.612-04:00,2026-04-21,MLB_game_SCoXb5SkdEch8ckECcXlfUW6,67565-42-MLB_game_SCoXb5SkdEch8ckECcXlfUW6-11-false,standard,,,False,False,False,Single Stat,pre_game,3424,MLB,explicit_standard_odds_type,True,clean_standard
Fernando Tatis Jr.,HITTER,TB,1.5,Total Bases,COL,COL,2026-04-20T23:54:31.511-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:05:38.665-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,139980-42-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4113,MLB,explicit_standard_odds_type,True,clean_standard
Hunter Goodman,HITTER,TB,1.5,Total Bases,SD,SD,2026-04-20T23:54:36.122-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:41:48.678-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,152439-42-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4124,MLB,explicit_standard_odds_type,True,clean_standard
Jackson Merrill,HITTER,TB,1.5,Total Bases,COL,COL,2026-04-20T23:54:38.213-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:03:31.109-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,193123-42-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4127,MLB,explicit_standard_odds_type,True,clean_standard
Mickey Moniak,HITTER,TB,1.5,Total Bases,SD,SD,2026-04-20T23:54:46.100-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:09:16.187-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,235650-42-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4141,MLB,explicit_standard_odds_type,True,clean_standard
Nico Hoerner,HITTER,TB,1.5,Total Bases,PHI,PHI,2026-04-20T22:13:42.998-04:00,2026-04-21T19:40:00.000-04:00,2026-04-21T00:40:34.633-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,69425-42-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,3006,MLB,explicit_standard_odds_type,True,clean_standard
Ramón Laureano,HITTER,TB,1.5,Total Bases,COL,COL,2026-04-20T23:54:50.083-04:00,2026-04-21T20:40:00.000-04:00,2026-04-21T00:14:31.085-04:00,2026-04-21,MLB_game_UYDKi2o2yprAbEYC6CaaOux2,249859-42-MLB_game_UYDKi2o2yprAbEYC6CaaOux2-11-false,standard,,,False,False,False,Single Stat,pre_game,4148,MLB,explicit_standard_odds_type,True,clean_standard
Shohei Ohtani,HITTER,TB,1.5,Total Bases,SF,SF,2026-04-21T02:13:14.989-04:00,2026-04-21T21:45:00.000-04:00,2026-04-21T02:17:57.757-04:00,2026-04-21,MLB_game_GsojfZA5IqOLQub6ThbWhtBp,191341-42-MLB_game_GsojfZA5IqOLQub6ThbWhtBp-11-false,standard,,,False,False,False,Single Stat,pre_game,5699,MLB,explicit_standard_odds_type,True,clean_standard
Trea Turner,HITTER,TB,1.5,Total Bases,CHC,CHC,2026-04-20T22:13:51.885-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:26:31.899-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,127032-42-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,3022,MLB,explicit_standard_odds_type,True,clean_standard
Carmen Mlodzinski,PITCHER,K,4.5,Pitcher Strikeouts,TEX,TEX,2026-04-20T22:28:52.390-04:00,2026-04-21T20:05:00.000-04:00,2026-04-20T22:32:04.894-04:00,2026-04-21,MLB_game_QemEKAorzPz79NgTeCvEZ9pY,199188-311-MLB_game_QemEKAorzPz79NgTeCvEZ9pY-11-false,standard,,,False,False,False,Single Stat,pre_game,3680,MLB,explicit_standard_odds_type,True,clean_standard
Chase Burns,PITCHER,K,5.5,Pitcher Strikeouts,TB,TB,2026-04-20T22:26:52.931-04:00,2026-04-21T18:40:00.000-04:00,2026-04-20T23:45:10.965-04:00,2026-04-21,MLB_game_4vbe8ujW8vvEzZTk6u14U1wR,243313-311-MLB_game_4vbe8ujW8vvEzZTk6u14U1wR-11-false,standard,,,False,False,False,Single Stat,pre_game,415,MLB,explicit_standard_odds_type,True,clean_standard
Connelly Early,PITCHER,K,5.5,Pitcher Strikeouts,NYY,NYY,2026-04-21T02:21:10.279-04:00,2026-04-21T18:45:00.000-04:00,2026-04-21T03:26:52.371-04:00,2026-04-21,MLB_game_PDkMRIj6Lb495VL4W7oageqO,263418-311-MLB_game_PDkMRIj6Lb495VL4W7oageqO-11-false,standard,,,False,False,False,Single Stat,pre_game,1607,MLB,explicit_standard_odds_type,True,clean_standard
Foster Griffin,PITCHER,K,4.5,Pitcher Strikeouts,ATL,ATL,2026-04-20T23:52:45.927-04:00,2026-04-21T18:45:00.000-04:00,2026-04-20T23:56:41.249-04:00,2026-04-21,MLB_game_rGEaL323NveTDgbIGJuK2Utl,310743-311-MLB_game_rGEaL323NveTDgbIGJuK2Utl-11-false,standard,,,False,False,False,Single Stat,pre_game,2011,MLB,explicit_standard_odds_type,True,clean_standard
Jacob Lopez,PITCHER,K,5.5,Pitcher Strikeouts,SEA,SEA,2026-04-21T01:08:54.570-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T01:14:40.261-04:00,2026-04-21,MLB_game_at2BiBQtzg03O8AobIj7qtrB,236603-311-MLB_game_at2BiBQtzg03O8AobIj7qtrB-11-false,standard,,,False,False,False,Single Stat,pre_game,4808,MLB,explicit_standard_odds_type,True,clean_standard
Luis Castillo,PITCHER,K,5.5,Pitcher Strikeouts,ATH,ATH,2026-04-21T01:09:12.914-04:00,2026-04-21T21:40:00.000-04:00,2026-04-21T01:11:31.607-04:00,2026-04-21,MLB_game_at2BiBQtzg03O8AobIj7qtrB,69892-311-MLB_game_at2BiBQtzg03O8AobIj7qtrB-11-false,standard,,,False,False,False,Single Stat,pre_game,4809,MLB,explicit_standard_odds_type,True,clean_standard
Merrill Kelly,PITCHER,K,4.5,Pitcher Strikeouts,CWS,CWS,2026-04-20T21:04:35.758-04:00,2026-04-21T21:40:00.000-04:00,2026-04-20T21:08:01.421-04:00,2026-04-21,MLB_game_HaBTmkABHg8zYix6IZWoeaDF,190382-311-MLB_game_HaBTmkABHg8zYix6IZWoeaDF-11-false,standard,,,False,False,False,Single Stat,pre_game,5167,MLB,explicit_standard_odds_type,True,clean_standard
Nolan McLean,PITCHER,K,6.5,Pitcher Strikeouts,MIN,MIN,2026-04-20T17:10:40.992-04:00,2026-04-21T19:10:00.000-04:00,2026-04-20T23:45:10.954-04:00,2026-04-21,MLB_game_HzO8AFxSEkbkYtu9czDoTss3,255503-311-MLB_game_HzO8AFxSEkbkYtu9czDoTss3-11-false,standard,,,False,False,False,Single Stat,pre_game,2417,MLB,explicit_standard_odds_type,True,clean_standard
Reynaldo López,PITCHER,K,4.5,Pitcher Strikeouts,WSH,WSH,2026-04-20T23:53:20.953-04:00,2026-04-21T18:45:00.000-04:00,2026-04-20T23:54:46.218-04:00,2026-04-21,MLB_game_rGEaL323NveTDgbIGJuK2Utl,190726-311-MLB_game_rGEaL323NveTDgbIGJuK2Utl-11-false,standard,,,False,False,False,Single Stat,pre_game,2013,MLB,explicit_standard_odds_type,True,clean_standard
Ryan Weiss,PITCHER,K,3.5,Pitcher Strikeouts,CLE,CLE,2026-04-20T22:40:39.659-04:00,2026-04-21T18:10:00.000-04:00,2026-04-20T22:43:36.499-04:00,2026-04-21,MLB_game_4dghfrFyEJuCzjnhGK3kwaN,314136-311-MLB_game_4dghfrFyEJuCzjnhGK3kwaN-11-false,standard,,,False,False,False,Single Stat,pre_game,58,MLB,explicit_standard_odds_type,True,clean_standard
Shane Baz,PITCHER,K,4.5,Pitcher Strikeouts,KC,KC,2026-04-20T22:14:17.760-04:00,2026-04-21T19:40:00.000-04:00,2026-04-20T22:20:41.010-04:00,2026-04-21,MLB_game_SCoXb5SkdEch8ckECcXlfUW6,310554-311-MLB_game_SCoXb5SkdEch8ckECcXlfUW6-11-false,standard,,,False,False,False,Single Stat,pre_game,3268,MLB,explicit_standard_odds_type,True,clean_standard
Shota Imanaga,PITCHER,K,6.5,Pitcher Strikeouts,PHI,PHI,2026-04-20T22:13:48.791-04:00,2026-04-21T19:40:00.000-04:00,2026-04-21T04:38:23.920-04:00,2026-04-21,MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ,189676-311-MLB_game_LTrPyOjSzAitVCQM9YmqPWuJ-11-false,standard,,,False,False,False,Single Stat,pre_game,2836,MLB,explicit_standard_odds_type,True,clean_standard
Yoshinobu Yamamoto,PITCHER,K,5.5,Pitcher Strikeouts,SF,SF,2026-04-20T22:30:10.608-04:00,2026-04-21T21:45:00.000-04:00,2026-04-20T23:45:10.970-04:00,2026-04-21,MLB_game_GsojfZA5IqOLQub6ThbWhtBp,189406-311-MLB_game_GsojfZA5IqOLQub6ThbWhtBp-11-false,standard,,,False,False,False,Single Stat,pre_game,5556,MLB,explicit_standard_odds_type,True,clean_standard
