GAME_DATE,START_TIME_ET,HOME_TEAM,AWAY_TEAM,HOME_SPREAD,AWAY_SPREAD,TOTAL,HOME_MONEYLINE,AWAY_MONEYLINE
2026-06-10,2026-06-10T20:40:00-04:00,NYK,SAS,-1.5,1.5,216.5,-130.0,110.0
